sampleNumber	sampleNameNumber	sampleName	treatment	time	replicate	antibody	readout	cv	quality
34	S034	A375	901	24hr	rep1	EGFR (phospho-Tyr1068)	0.568710551	0.036677316	Good
35	S035	A375	4032	24hr	rep1	EGFR (phospho-Tyr1068)	0.596398754	0.041040143	Good
36	S036	A375	combo	24hr	rep1	EGFR (phospho-Tyr1068)	0.556263149	0.050161466	Undet.
37	S037	A375	DMSO	1hr	rep2	EGFR (phospho-Tyr1068)	1.017991216	0.04282016	Good
38	S038	A375	901	1hr	rep2	EGFR (phospho-Tyr1068)	0.949846376	0.033761605	Good
39	S039	A375	4032	1hr	rep2	EGFR (phospho-Tyr1068)	0.910371492	0.037225287	Good
40	S040	A375	combo	1hr	rep2	EGFR (phospho-Tyr1068)	1.043182235	0.052785248	Good
41	S041	A375	DMSO	3.5hr	rep2	EGFR (phospho-Tyr1068)	0.821619301	0.041448953	Good
42	S042	A375	901	6hr	rep2	EGFR (phospho-Tyr1068)	0.716900492	0.023613829	Good
43	S043	A375	4032	6hr	rep2	EGFR (phospho-Tyr1068)	0.748103359	0.022109749	Good
44	S044	A375	combo	6hr	rep2	EGFR (phospho-Tyr1068)	0.642388971	0.022063689	Good
45	S045	A375	DMSO	24hr	rep2	EGFR (phospho-Tyr1068)	0.881314181	0.058676024	Good
46	S046	A375	901	24hr	rep2	EGFR (phospho-Tyr1068)	0.725111367	0.041324435	Good
47	S047	A375	4032	24hr	rep2	EGFR (phospho-Tyr1068)	0.736934362	0.028612897	Good
48	S048	A375	combo	24hr	rep2	EGFR (phospho-Tyr1068)	0.714390625	0.073492319	Good
1	S001	A2058 	DMSO	1hr	rep1	Met (phospho-Tyr1234/5)	0.096409359	0.120276004	Good
2	S002	A2058 	901	1hr	rep1	Met (phospho-Tyr1234/5)	0.078679458	0.043744189	Good
3	S003	A2058 	4032	1hr	rep1	Met (phospho-Tyr1234/5)	0.088458589	0.060265452	Undet.
4	S004	A2058 	combo	1hr	rep1	Met (phospho-Tyr1234/5)	0.066559109	0.125835833	Undet.
5	S005	A2058 	DMSO	3.5hr	rep1	Met (phospho-Tyr1234/5)	0.079029144	0.044060579	Undet.
6	S006	A2058 	901	6hr	rep1	Met (phospho-Tyr1234/5)	0.068228185	0.046054985	Good
7	S007	A2058 	4032	6hr	rep1	Met (phospho-Tyr1234/5)	0.066662707	0.112520925	Undet.
8	S008	A2058 	combo	6hr	rep1	Met (phospho-Tyr1234/5)	0.060557463	0.057002993	Good
9	S009	A2058 	DMSO	24hr	rep1	Met (phospho-Tyr1234/5)	0.065734083	0.073251239	Good
10	S010	A2058 	901	24hr	rep1	Met (phospho-Tyr1234/5)	0.075754604	0.054456487	Good
11	S011	A2058 	4032	24hr	rep1	Met (phospho-Tyr1234/5)	0.075072553	0.034899781	Good
12	S012	A2058 	combo	24hr	rep1	Met (phospho-Tyr1234/5)	0.080006798	0.054135272	Good
13	S013	A2058 	DMSO	1hr	rep2	Met (phospho-Tyr1234/5)	0.085910049	0.034213401	Poor
14	S014	A2058 	901	1hr	rep2	Met (phospho-Tyr1234/5)	0.087475872	0.045202804	Poor
15	S015	A2058 	4032	1hr	rep2	Met (phospho-Tyr1234/5)	0.056663139	0.075044602	Undet.
16	S016	A2058 	combo	1hr	rep2	Met (phospho-Tyr1234/5)	0.076133997	0.082085462	Poor
17	S017	A2058 	DMSO	3.5hr	rep2	Met (phospho-Tyr1234/5)	0.07685693	0.092298222	Undet.
18	S018	A2058 	901	6hr	rep2	Met (phospho-Tyr1234/5)	0.061471725	0.045847034	Good
19	S019	A2058 	4032	6hr	rep2	Met (phospho-Tyr1234/5)	0.071324946	0.069849678	Good
20	S020	A2058 	combo	6hr	rep2	Met (phospho-Tyr1234/5)	0.075047306	0.059148481	Good
21	S021	A2058 	DMSO	24hr	rep2	Met (phospho-Tyr1234/5)	0.057943786	0.035211134	Good
22	S022	A2058 	901	24hr	rep2	Met (phospho-Tyr1234/5)	0.063220937	0.041210851	Good
23	S023	A2058 	4032	24hr	rep2	Met (phospho-Tyr1234/5)	0.051173902	0.125667465	Undet.
24	S024	A2058 	combo	24hr	rep2	Met (phospho-Tyr1234/5)	0.063119571	0.085125672	Good
25	S025	A375	DMSO	1hr	rep1	Met (phospho-Tyr1234/5)	0.085092137	0.111978508	Undet.
26	S026	A375	901	1hr	rep1	Met (phospho-Tyr1234/5)	0.076018276	0.075242303	Good
27	S027	A375	4032	1hr	rep1	Met (phospho-Tyr1234/5)	0.070245138	0.077432243	Good
28	S028	A375	combo	1hr	rep1	Met (phospho-Tyr1234/5)	0.066439977	0.086885781	Good
29	S029	A375	DMSO	3.5hr	rep1	Met (phospho-Tyr1234/5)	0.07712482	0.048953574	Good
30	S030	A375	901	6hr	rep1	Met (phospho-Tyr1234/5)	0.147723144	0.164064635	Poor
31	S031	A375	4032	6hr	rep1	Met (phospho-Tyr1234/5)	0.076470351	0.08203033	Undet.
32	S032	A375	combo	6hr	rep1	Met (phospho-Tyr1234/5)	0.06250552	0.027821705	Good
33	S033	A375	DMSO	24hr	rep1	Met (phospho-Tyr1234/5)	0.059243848	0.035220653	Good
34	S034	A375	901	24hr	rep1	Met (phospho-Tyr1234/5)	0.069419954	0.04099196	Undet.
35	S035	A375	4032	24hr	rep1	Met (phospho-Tyr1234/5)	0.070155799	0.082948867	Good
36	S036	A375	combo	24hr	rep1	Met (phospho-Tyr1234/5)	0.048161853	0.128769666	Good
37	S037	A375	DMSO	1hr	rep2	Met (phospho-Tyr1234/5)	0.082090209	0.02309281	Good
38	S038	A375	901	1hr	rep2	Met (phospho-Tyr1234/5)	0.076103702	0.120725059	Poor
39	S039	A375	4032	1hr	rep2	Met (phospho-Tyr1234/5)	0.087578328	0.033572306	Poor
40	S040	A375	combo	1hr	rep2	Met (phospho-Tyr1234/5)	0.075213973	0.041651117	Poor
41	S041	A375	DMSO	3.5hr	rep2	Met (phospho-Tyr1234/5)	0.068776031	0.034332715	Good
42	S042	A375	901	6hr	rep2	Met (phospho-Tyr1234/5)	0.074622202	0.042213663	Good
43	S043	A375	4032	6hr	rep2	Met (phospho-Tyr1234/5)	0.06288183	0.147043321	Poor
44	S044	A375	combo	6hr	rep2	Met (phospho-Tyr1234/5)	0.064066529	0.039262663	Good
45	S045	A375	DMSO	24hr	rep2	Met (phospho-Tyr1234/5)	0.069881672	0.042290428	Good
46	S046	A375	901	24hr	rep2	Met (phospho-Tyr1234/5)	0.074176582	0.06856043	Good
47	S047	A375	4032	24hr	rep2	Met (phospho-Tyr1234/5)	0.070195079	0.077281893	Undet.
48	S048	A375	combo	24hr	rep2	Met (phospho-Tyr1234/5)	0.072475041	0.069541807	Undet.
1	S001	A2058 	DMSO	1hr	rep1	N-Cadherin	0.122691815	0.030713702	Good
2	S002	A2058 	901	1hr	rep1	N-Cadherin	0.130981994	0.097325824	Good
3	S003	A2058 	4032	1hr	rep1	N-Cadherin	0.174080236	0.060495344	Good
4	S004	A2058 	combo	1hr	rep1	N-Cadherin	0.113295368	0.044537141	Good
5	S005	A2058 	DMSO	3.5hr	rep1	N-Cadherin	0.129658965	0.038396505	Good
6	S006	A2058 	901	6hr	rep1	N-Cadherin	0.116901787	0.063343379	Good
7	S007	A2058 	4032	6hr	rep1	N-Cadherin	0.089640993	0.038184912	Good
8	S008	A2058 	combo	6hr	rep1	N-Cadherin	0.078702973	0.044269004	Undet.
9	S009	A2058 	DMSO	24hr	rep1	N-Cadherin	0.142488716	0.033059251	Good
10	S010	A2058 	901	24hr	rep1	N-Cadherin	0.106197323	0.078423353	Good
11	S011	A2058 	4032	24hr	rep1	N-Cadherin	0.136107086	0.037008515	Good
12	S012	A2058 	combo	24hr	rep1	N-Cadherin	0.128235651	0.036383147	Good
13	S013	A2058 	DMSO	1hr	rep2	N-Cadherin	0.129530873	0.057738491	Good
14	S014	A2058 	901	1hr	rep2	N-Cadherin	0.125981577	0.035108402	Good
15	S015	A2058 	4032	1hr	rep2	N-Cadherin	0.132167075	0.04104503	Undet.
16	S016	A2058 	combo	1hr	rep2	N-Cadherin	0.128975332	0.067450887	Good
17	S017	A2058 	DMSO	3.5hr	rep2	N-Cadherin	0.187307501	0.127052151	Good
18	S018	A2058 	901	6hr	rep2	N-Cadherin	0.165643026	0.033016609	Good
19	S019	A2058 	4032	6hr	rep2	N-Cadherin	0.149921245	0.101328749	Good
20	S020	A2058 	combo	6hr	rep2	N-Cadherin	0.144570283	0.044151851	Good
21	S021	A2058 	DMSO	24hr	rep2	N-Cadherin	0.08578476	0.041197604	Good
22	S022	A2058 	901	24hr	rep2	N-Cadherin	0.11783289	0.038921734	Good
23	S023	A2058 	4032	24hr	rep2	N-Cadherin	0.070709845	0.046004797	Undet.
24	S024	A2058 	combo	24hr	rep2	N-Cadherin	0.097090129	0.046437413	Good
25	S025	A375	DMSO	1hr	rep1	N-Cadherin	0.15740417	0.036088448	Good
26	S026	A375	901	1hr	rep1	N-Cadherin	0.154400219	0.083444229	Good
27	S027	A375	4032	1hr	rep1	N-Cadherin	0.122895018	0.043609718	Good
28	S028	A375	combo	1hr	rep1	N-Cadherin	0.118823834	0.087003528	Good
29	S029	A375	DMSO	3.5hr	rep1	N-Cadherin	0.120191648	0.068362168	Undet.
30	S030	A375	901	6hr	rep1	N-Cadherin	0.157102011	0.041650822	Good
31	S031	A375	4032	6hr	rep1	N-Cadherin	0.110172461	0.088268412	Good
32	S032	A375	combo	6hr	rep1	N-Cadherin	0.105808173	0.040844186	Good
33	S033	A375	DMSO	24hr	rep1	N-Cadherin	0.113413479	0.074024169	Undet.
34	S034	A375	901	24hr	rep1	N-Cadherin	0.102193404	0.060099566	Good
35	S035	A375	4032	24hr	rep1	N-Cadherin	0.128272176	0.031687051	Good
36	S036	A375	combo	24hr	rep1	N-Cadherin	0.099446465	0.041219836	Good
37	S037	A375	DMSO	1hr	rep2	N-Cadherin	0.152998728	0.149882839	Undet.
38	S038	A375	901	1hr	rep2	N-Cadherin	0.177604768	0.061341381	Good
39	S039	A375	4032	1hr	rep2	N-Cadherin	0.149261139	0.061888229	Good
40	S040	A375	combo	1hr	rep2	N-Cadherin	0.13586863	0.075955328	Good
41	S041	A375	DMSO	3.5hr	rep2	N-Cadherin	0.114641427	0.07169042	Undet.
42	S042	A375	901	6hr	rep2	N-Cadherin	0.113082576	0.042771368	Undet.
43	S043	A375	4032	6hr	rep2	N-Cadherin	0.126998483	0.037107037	Good
44	S044	A375	combo	6hr	rep2	N-Cadherin	0.097071516	0.054496942	Undet.
45	S045	A375	DMSO	24hr	rep2	N-Cadherin	0.135992439	0.042324098	Good
46	S046	A375	901	24hr	rep2	N-Cadherin	0.140839167	0.075721379	Good
47	S047	A375	4032	24hr	rep2	N-Cadherin	0.128243219	0.055393015	Good
48	S048	A375	combo	24hr	rep2	N-Cadherin	0.146449454	0.034935611	Good
1	S001	A2058 	DMSO	1hr	rep1	NFkB p65 (phospho-Ser536)	0.07789172	0.028171193	Good
2	S002	A2058 	901	1hr	rep1	NFkB p65 (phospho-Ser536)	0.069575512	0.083399226	Good
3	S003	A2058 	4032	1hr	rep1	NFkB p65 (phospho-Ser536)	0.074266738	0.034073428	Good
4	S004	A2058 	combo	1hr	rep1	NFkB p65 (phospho-Ser536)	0.071787419	0.031590137	Good
5	S005	A2058 	DMSO	3.5hr	rep1	NFkB p65 (phospho-Ser536)	0.067507339	0.061569675	Good
6	S006	A2058 	901	6hr	rep1	NFkB p65 (phospho-Ser536)	0.043931234	0.042829063	Undet.
7	S007	A2058 	4032	6hr	rep1	NFkB p65 (phospho-Ser536)	0.06716547	0.033413926	Good
8	S008	A2058 	combo	6hr	rep1	NFkB p65 (phospho-Ser536)	0.052667412	0.032860903	Good
9	S009	A2058 	DMSO	24hr	rep1	NFkB p65 (phospho-Ser536)	0.058370257	0.048677238	Good
10	S010	A2058 	901	24hr	rep1	NFkB p65 (phospho-Ser536)	0.057226108	0.031235656	Undet.
11	S011	A2058 	4032	24hr	rep1	NFkB p65 (phospho-Ser536)	0.059867375	0.033826716	Good
12	S012	A2058 	combo	24hr	rep1	NFkB p65 (phospho-Ser536)	0.062811327	0.033884946	Good
13	S013	A2058 	DMSO	1hr	rep2	NFkB p65 (phospho-Ser536)	0.069517617	0.043717806	Good
14	S014	A2058 	901	1hr	rep2	NFkB p65 (phospho-Ser536)	0.071383434	0.032892068	Good
15	S015	A2058 	4032	1hr	rep2	NFkB p65 (phospho-Ser536)	0.059334282	0.034673381	Good
16	S016	A2058 	combo	1hr	rep2	NFkB p65 (phospho-Ser536)	0.073640567	0.03035751	Good
17	S017	A2058 	DMSO	3.5hr	rep2	NFkB p65 (phospho-Ser536)	0.083349031	0.030817002	Good
18	S018	A2058 	901	6hr	rep2	NFkB p65 (phospho-Ser536)	0.072171695	0.061003515	Good
19	S019	A2058 	4032	6hr	rep2	NFkB p65 (phospho-Ser536)	0.078865301	0.074837905	Good
20	S020	A2058 	combo	6hr	rep2	NFkB p65 (phospho-Ser536)	0.082311337	0.069052106	Good
21	S021	A2058 	DMSO	24hr	rep2	NFkB p65 (phospho-Ser536)	0.055508071	0.048963765	Undet.
22	S022	A2058 	901	24hr	rep2	NFkB p65 (phospho-Ser536)	0.051434284	0.061563736	Good
23	S023	A2058 	4032	24hr	rep2	NFkB p65 (phospho-Ser536)	0.044166185	0.080831505	Good
24	S024	A2058 	combo	24hr	rep2	NFkB p65 (phospho-Ser536)	0.05278381	0.040560166	Good
25	S025	A375	DMSO	1hr	rep1	NFkB p65 (phospho-Ser536)	0.080653335	0.039093895	Good
26	S026	A375	901	1hr	rep1	NFkB p65 (phospho-Ser536)	0.083522044	0.1429314	Undet.
27	S027	A375	4032	1hr	rep1	NFkB p65 (phospho-Ser536)	0.077584216	0.045814196	Good
28	S028	A375	combo	1hr	rep1	NFkB p65 (phospho-Ser536)	0.077621831	0.041012764	Good
29	S029	A375	DMSO	3.5hr	rep1	NFkB p65 (phospho-Ser536)	0.073167074	0.032500335	Good
30	S030	A375	901	6hr	rep1	NFkB p65 (phospho-Ser536)	0.08144549	0.030772851	Good
31	S031	A375	4032	6hr	rep1	NFkB p65 (phospho-Ser536)	0.080926681	0.025571725	Good
32	S032	A375	combo	6hr	rep1	NFkB p65 (phospho-Ser536)	0.070374961	0.034724522	Good
33	S033	A375	DMSO	24hr	rep1	NFkB p65 (phospho-Ser536)	0.0770743	0.030335521	Good
34	S034	A375	901	24hr	rep1	NFkB p65 (phospho-Ser536)	0.061799011	0.034182424	Good
35	S035	A375	4032	24hr	rep1	NFkB p65 (phospho-Ser536)	0.060524067	0.055907695	Good
36	S036	A375	combo	24hr	rep1	NFkB p65 (phospho-Ser536)	0.057792439	0.05070532	Good
37	S037	A375	DMSO	1hr	rep2	NFkB p65 (phospho-Ser536)	0.08498678	0.113674823	Undet.
38	S038	A375	901	1hr	rep2	NFkB p65 (phospho-Ser536)	0.102275298	0.075536998	Good
39	S039	A375	4032	1hr	rep2	NFkB p65 (phospho-Ser536)	0.08254664	0.032397572	Good
40	S040	A375	combo	1hr	rep2	NFkB p65 (phospho-Ser536)	0.09532865	0.026973166	Good
41	S041	A375	DMSO	3.5hr	rep2	NFkB p65 (phospho-Ser536)	0.075780062	0.02890603	Good
42	S042	A375	901	6hr	rep2	NFkB p65 (phospho-Ser536)	0.06331378	0.028347686	Good
43	S043	A375	4032	6hr	rep2	NFkB p65 (phospho-Ser536)	0.085128879	0.033456984	Good
44	S044	A375	combo	6hr	rep2	NFkB p65 (phospho-Ser536)	0.078418223	0.051689072	Good
45	S045	A375	DMSO	24hr	rep2	NFkB p65 (phospho-Ser536)	0.084433668	0.08499763	Good
46	S046	A375	901	24hr	rep2	NFkB p65 (phospho-Ser536)	0.070024823	0.066250279	Good
47	S047	A375	4032	24hr	rep2	NFkB p65 (phospho-Ser536)	0.080624292	0.068569948	Good
48	S048	A375	combo	24hr	rep2	NFkB p65 (phospho-Ser536)	0.085138901	0.114434595	Good
1	S001	A2058 	DMSO	1hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.293805384	0.343734165	Poor
2	S002	A2058 	901	1hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.349813569	0.26408239	Poor
3	S003	A2058 	4032	1hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.427080484	0.1933676	Good
4	S004	A2058 	combo	1hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.351385704	0.087933075	Poor
5	S005	A2058 	DMSO	3.5hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.347046315	0.249486628	Poor
6	S006	A2058 	901	6hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.294649593	0.319157489	Poor
7	S007	A2058 	4032	6hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.385018704	0.188231409	Undet.
8	S008	A2058 	combo	6hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.284155423	0.228467694	Poor
9	S009	A2058 	DMSO	24hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.389101187	0.239517566	Undet.
10	S010	A2058 	901	24hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.304444299	0.086611637	Poor
11	S011	A2058 	4032	24hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.351088904	0.082472572	Poor
12	S012	A2058 	combo	24hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.512508247	0.109673119	Undet.
13	S013	A2058 	DMSO	1hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.361026385	0.071795441	Poor
14	S014	A2058 	901	1hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.357520295	0.085464623	Poor
15	S015	A2058 	4032	1hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.374817656	0.23404018	Undet.
16	S016	A2058 	combo	1hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.381390839	0.087012298	Poor
17	S017	A2058 	DMSO	3.5hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.453354229	0.089840279	Undet.
18	S018	A2058 	901	6hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.392700607	0.246094551	Undet.
19	S019	A2058 	4032	6hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.404207262	0.085471196	Undet.
20	S020	A2058 	combo	6hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.419706148	0.206448516	Undet.
21	S021	A2058 	DMSO	24hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.290407649	0.241740203	Poor
22	S022	A2058 	901	24hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.369301578	0.090185538	Poor
23	S023	A2058 	4032	24hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.284451041	0.077071102	Undet.
24	S024	A2058 	combo	24hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.355349153	0.252962604	Undet.
25	S025	A375	DMSO	1hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.409674039	0.071377081	Undet.
26	S026	A375	901	1hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.398741009	0.062262068	Poor
27	S027	A375	4032	1hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.362305207	0.209381799	Poor
28	S028	A375	combo	1hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.361614138	0.052867844	Undet.
29	S029	A375	DMSO	3.5hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.361163979	0.050227041	Poor
30	S030	A375	901	6hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.486823781	0.059781936	Good
31	S031	A375	4032	6hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.407462443	0.044738209	Poor
32	S032	A375	combo	6hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.340738055	0.046407407	Poor
33	S033	A375	DMSO	24hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.357250683	0.238652659	Poor
34	S034	A375	901	24hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.27057919	0.079146261	Poor
35	S035	A375	4032	24hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.307325636	0.078716393	Poor
36	S036	A375	combo	24hr	rep1	IGF-1R (phospho-Tyr1162,Tyr1163)	0.306135036	0.236088727	Poor
37	S037	A375	DMSO	1hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.387041624	0.07126641	Poor
38	S038	A375	901	1hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.387601723	0.056753576	Poor
39	S039	A375	4032	1hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.368418494	0.214820509	Poor
40	S040	A375	combo	1hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.415728093	0.122420367	Undet.
41	S041	A375	DMSO	3.5hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.354934145	0.117932024	Poor
42	S042	A375	901	6hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.307630534	0.21877074	Undet.
43	S043	A375	4032	6hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.341592953	0.083334819	Poor
44	S044	A375	combo	6hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.290937793	0.07787568	Poor
45	S045	A375	DMSO	24hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.368958573	0.232284519	Undet.
46	S046	A375	901	24hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.330751924	0.077227728	Undet.
47	S047	A375	4032	24hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.350695207	0.068887832	Poor
48	S048	A375	combo	24hr	rep2	IGF-1R (phospho-Tyr1162,Tyr1163)	0.333460565	0.254369601	Poor
1	S001	A2058 	DMSO	1hr	rep1	Src (family) (phospho-Tyr416)	0.064845869	5.295846051	Good
2	S002	A2058 	901	1hr	rep1	Src (family) (phospho-Tyr416)	0.089207315	4.838884903	Good
3	S003	A2058 	4032	1hr	rep1	Src (family) (phospho-Tyr416)	0.127903298	5.244018559	Good
4	S004	A2058 	combo	1hr	rep1	Src (family) (phospho-Tyr416)	0.067746879	0.034077864	Undet.
5	S005	A2058 	DMSO	3.5hr	rep1	Src (family) (phospho-Tyr416)	0.076132514	0.032467678	Good
6	S006	A2058 	901	6hr	rep1	Src (family) (phospho-Tyr416)	0.074432719	0.043778102	Good
7	S007	A2058 	4032	6hr	rep1	Src (family) (phospho-Tyr416)	0.055053579	0.035912678	Undet.
8	S008	A2058 	combo	6hr	rep1	Src (family) (phospho-Tyr416)	0.039170452	0.04154986	Undet.
9	S009	A2058 	DMSO	24hr	rep1	Src (family) (phospho-Tyr416)	0.077806745	0.043987738	Undet.
10	S010	A2058 	901	24hr	rep1	Src (family) (phospho-Tyr416)	0.039655465	0.067796246	Good
11	S011	A2058 	4032	24hr	rep1	Src (family) (phospho-Tyr416)	0.050711111	0.06619836	Good
12	S012	A2058 	combo	24hr	rep1	Src (family) (phospho-Tyr416)	0.04535012	0.08263446	Good
13	S013	A2058 	DMSO	1hr	rep2	Src (family) (phospho-Tyr416)	0.076941388	0.029263657	Good
14	S014	A2058 	901	1hr	rep2	Src (family) (phospho-Tyr416)	0.066190414	0.031640001	Good
15	S015	A2058 	4032	1hr	rep2	Src (family) (phospho-Tyr416)	0.07463772	0.035122948	Good
16	S016	A2058 	combo	1hr	rep2	Src (family) (phospho-Tyr416)	0.067618618	0.031103152	Good
17	S017	A2058 	DMSO	3.5hr	rep2	Src (family) (phospho-Tyr416)	0.103851193	0.026545083	Good
18	S018	A2058 	901	6hr	rep2	Src (family) (phospho-Tyr416)	0.082027137	0.038184714	Good
19	S019	A2058 	4032	6hr	rep2	Src (family) (phospho-Tyr416)	0.076867359	0.05360662	Undet.
20	S020	A2058 	combo	6hr	rep2	Src (family) (phospho-Tyr416)	0.076311131	0.030566466	Good
21	S021	A2058 	DMSO	24hr	rep2	Src (family) (phospho-Tyr416)	0.057578988	0.030724612	Undet.
22	S022	A2058 	901	24hr	rep2	Src (family) (phospho-Tyr416)	0.044287983	0.041125359	Undet.
23	S023	A2058 	4032	24hr	rep2	Src (family) (phospho-Tyr416)	0.032497706	0.045251215	Undet.
24	S024	A2058 	combo	24hr	rep2	Src (family) (phospho-Tyr416)	0.043911853	0.073357622	Good
25	S025	A375	DMSO	1hr	rep1	Src (family) (phospho-Tyr416)	0.063757901	0.062167861	Undet.
26	S026	A375	901	1hr	rep1	Src (family) (phospho-Tyr416)	0.078836952	0.06600101	Undet.
27	S027	A375	4032	1hr	rep1	Src (family) (phospho-Tyr416)	0.067649551	0.031513903	Good
28	S028	A375	combo	1hr	rep1	Src (family) (phospho-Tyr416)	0.059725805	0.038194129	Good
29	S029	A375	DMSO	3.5hr	rep1	Src (family) (phospho-Tyr416)	0.055244564	0.029525148	Good
30	S030	A375	901	6hr	rep1	Src (family) (phospho-Tyr416)	0.053110793	0.029750289	Undet.
31	S031	A375	4032	6hr	rep1	Src (family) (phospho-Tyr416)	0.059332596	0.044859716	Undet.
32	S032	A375	combo	6hr	rep1	Src (family) (phospho-Tyr416)	0.057702166	0.032895868	Good
33	S033	A375	DMSO	24hr	rep1	Src (family) (phospho-Tyr416)	0.044137274	0.03264984	Good
34	S034	A375	901	24hr	rep1	Src (family) (phospho-Tyr416)	0.029824561	0.039897563	Good
35	S035	A375	4032	24hr	rep1	Src (family) (phospho-Tyr416)	0.035641358	0.07785635	Good
36	S036	A375	combo	24hr	rep1	Src (family) (phospho-Tyr416)	0.031636968	0.061246831	Good
37	S037	A375	DMSO	1hr	rep2	Src (family) (phospho-Tyr416)	0.066279123	0.043668113	Good
38	S038	A375	901	1hr	rep2	Src (family) (phospho-Tyr416)	0.069043214	0.026555047	Good
39	S039	A375	4032	1hr	rep2	Src (family) (phospho-Tyr416)	0.070884371	0.030632527	Good
40	S040	A375	combo	1hr	rep2	Src (family) (phospho-Tyr416)	0.078549257	0.037853686	Good
41	S041	A375	DMSO	3.5hr	rep2	Src (family) (phospho-Tyr416)	0.048246998	0.031857849	Undet.
42	S042	A375	901	6hr	rep2	Src (family) (phospho-Tyr416)	0.047430663	0.071818167	Good
43	S043	A375	4032	6hr	rep2	Src (family) (phospho-Tyr416)	0.060738757	0.033010383	Good
44	S044	A375	combo	6hr	rep2	Src (family) (phospho-Tyr416)	0.05812951	0.046423378	Good
45	S045	A375	DMSO	24hr	rep2	Src (family) (phospho-Tyr416)	0.066229425	0.032126851	Good
46	S046	A375	901	24hr	rep2	Src (family) (phospho-Tyr416)	0.045719217	0.044430619	Good
47	S047	A375	4032	24hr	rep2	Src (family) (phospho-Tyr416)	0.044756229	0.034941014	Good
48	S048	A375	combo	24hr	rep2	Src (family) (phospho-Tyr416)	0.05111786	0.037450241	Good
1	S001	A2058 	DMSO	1hr	rep1	Survivin	0.809443359	16.87848679	Poor
2	S002	A2058 	901	1hr	rep1	Survivin	0.854211586	18.49728387	Undet.
3	S003	A2058 	4032	1hr	rep1	Survivin	0.709567949	18.51954123	Undet.
4	S004	A2058 	combo	1hr	rep1	Survivin	1.136162074	0.021164537	Poor
5	S005	A2058 	DMSO	3.5hr	rep1	Survivin	1.192943665	0.111176275	Undet.
6	S006	A2058 	901	6hr	rep1	Survivin	0.898531401	0.029022078	Good
7	S007	A2058 	4032	6hr	rep1	Survivin	0.885777238	0.020370824	Undet.
8	S008	A2058 	combo	6hr	rep1	Survivin	0.809435035	0.093303754	Undet.
9	S009	A2058 	DMSO	24hr	rep1	Survivin	0.83512993	0.068969692	Undet.
