sampleNumber	sampleNameNumber	sampleName	treatment	time	replicate	antibody	readout	cv	quality
35	S035	A375	4032	24hr	rep1	c-Jun (phospho-Ser73)	0.353023765	0.021851383	Poor
36	S036	A375	combo	24hr	rep1	c-Jun (phospho-Ser73)	0.341137636	0.022642625	Poor
37	S037	A375	DMSO	1hr	rep2	c-Jun (phospho-Ser73)	0.23540189	0.045998435	Undet.
38	S038	A375	901	1hr	rep2	c-Jun (phospho-Ser73)	0.264358223	0.028263677	Good
39	S039	A375	4032	1hr	rep2	c-Jun (phospho-Ser73)	0.266853469	0.055722176	Good
40	S040	A375	combo	1hr	rep2	c-Jun (phospho-Ser73)	0.238489815	0.027077716	Undet.
41	S041	A375	DMSO	3.5hr	rep2	c-Jun (phospho-Ser73)	0.234522274	0.040523047	Undet.
42	S042	A375	901	6hr	rep2	c-Jun (phospho-Ser73)	0.215291776	0.045920399	Good
43	S043	A375	4032	6hr	rep2	c-Jun (phospho-Ser73)	0.176080023	0.037113808	Good
44	S044	A375	combo	6hr	rep2	c-Jun (phospho-Ser73)	0.187025639	0.021094449	Good
45	S045	A375	DMSO	24hr	rep2	c-Jun (phospho-Ser73)	0.291974933	0.018728063	Good
46	S046	A375	901	24hr	rep2	c-Jun (phospho-Ser73)	0.385496926	0.025404842	Poor
47	S047	A375	4032	24hr	rep2	c-Jun (phospho-Ser73)	0.408024308	0.013995708	Poor
48	S048	A375	combo	24hr	rep2	c-Jun (phospho-Ser73)	0.384120273	0.023625671	Undet.
1	S001	A2058 	DMSO	1hr	rep1	CDK4	0.201852381	0.028526713	Good
2	S002	A2058 	901	1hr	rep1	CDK4	0.210388191	0.029354658	Good
3	S003	A2058 	4032	1hr	rep1	CDK4	0.225726395	0.037176763	Undet.
4	S004	A2058 	combo	1hr	rep1	CDK4	0.166621029	0.033264998	Good
5	S005	A2058 	DMSO	3.5hr	rep1	CDK4	0.172123087	0.043187065	Good
6	S006	A2058 	901	6hr	rep1	CDK4	0.145350723	0.078354794	Undet.
7	S007	A2058 	4032	6hr	rep1	CDK4	0.140459786	0.034445577	Good
8	S008	A2058 	combo	6hr	rep1	CDK4	0.116149723	0.047288822	Good
9	S009	A2058 	DMSO	24hr	rep1	CDK4	0.185297371	0.042849277	Good
10	S010	A2058 	901	24hr	rep1	CDK4	0.146877324	0.031346678	Good
11	S011	A2058 	4032	24hr	rep1	CDK4	0.182390703	0.041436443	Good
12	S012	A2058 	combo	24hr	rep1	CDK4	0.181568324	0.033279756	Good
13	S013	A2058 	DMSO	1hr	rep2	CDK4	0.185235293	0.032140976	Good
14	S014	A2058 	901	1hr	rep2	CDK4	0.177906608	0.028292959	Good
15	S015	A2058 	4032	1hr	rep2	CDK4	0.181595739	0.041031143	Good
16	S016	A2058 	combo	1hr	rep2	CDK4	0.203323917	0.052358968	Good
17	S017	A2058 	DMSO	3.5hr	rep2	CDK4	0.260551075	0.034734026	Good
18	S018	A2058 	901	6hr	rep2	CDK4	0.215100117	0.023066415	Good
19	S019	A2058 	4032	6hr	rep2	CDK4	0.194643933	0.028011774	Good
20	S020	A2058 	combo	6hr	rep2	CDK4	0.20131752	0.025831614	Good
21	S021	A2058 	DMSO	24hr	rep2	CDK4	0.136604733	0.033028361	Good
22	S022	A2058 	901	24hr	rep2	CDK4	0.175439571	0.035243946	Good
23	S023	A2058 	4032	24hr	rep2	CDK4	0.12384214	0.034524953	Good
24	S024	A2058 	combo	24hr	rep2	CDK4	0.147196499	0.03358124	Good
25	S025	A375	DMSO	1hr	rep1	CDK4	0.194282728	0.05863734	Good
26	S026	A375	901	1hr	rep1	CDK4	0.222583945	0.034040045	Good
27	S027	A375	4032	1hr	rep1	CDK4	0.177797634	0.037417436	Good
28	S028	A375	combo	1hr	rep1	CDK4	0.183676341	0.030255924	Good
29	S029	A375	DMSO	3.5hr	rep1	CDK4	0.166450025	0.031254339	Good
30	S030	A375	901	6hr	rep1	CDK4	0.192550085	0.030975487	Good
31	S031	A375	4032	6hr	rep1	CDK4	0.188835616	0.029721811	Good
32	S032	A375	combo	6hr	rep1	CDK4	0.156971077	0.029654033	Good
33	S033	A375	DMSO	24hr	rep1	CDK4	0.168882991	0.094894921	Good
34	S034	A375	901	24hr	rep1	CDK4	0.133577312	0.033961863	Good
35	S035	A375	4032	24hr	rep1	CDK4	0.139487525	0.032178709	Good
36	S036	A375	combo	24hr	rep1	CDK4	0.138092554	0.036484033	Undet.
37	S037	A375	DMSO	1hr	rep2	CDK4	0.224114815	0.044453044	Good
38	S038	A375	901	1hr	rep2	CDK4	0.207918012	0.031008538	Good
39	S039	A375	4032	1hr	rep2	CDK4	0.205542181	0.0364587	Good
40	S040	A375	combo	1hr	rep2	CDK4	0.221633249	0.034369361	Good
41	S041	A375	DMSO	3.5hr	rep2	CDK4	0.166833005	0.027692577	Good
42	S042	A375	901	6hr	rep2	CDK4	0.158841114	0.028138036	Good
43	S043	A375	4032	6hr	rep2	CDK4	0.157573656	0.029504773	Good
44	S044	A375	combo	6hr	rep2	CDK4	0.147588092	0.029349358	Good
45	S045	A375	DMSO	24hr	rep2	CDK4	0.209993782	0.026383295	Good
46	S046	A375	901	24hr	rep2	CDK4	0.162274267	0.030502802	Good
47	S047	A375	4032	24hr	rep2	CDK4	0.188222892	0.034835943	Good
48	S048	A375	combo	24hr	rep2	CDK4	0.195927594	0.030566039	Good
1	S001	A2058 	DMSO	1hr	rep1	eIF2 alpha (phospho-Ser51)	0.101594489	0.029030712	Good
2	S002	A2058 	901	1hr	rep1	eIF2 alpha (phospho-Ser51)	0.111884155	0.053448019	Undet.
3	S003	A2058 	4032	1hr	rep1	eIF2 alpha (phospho-Ser51)	0.162606592	0.031409677	Good
4	S004	A2058 	combo	1hr	rep1	eIF2 alpha (phospho-Ser51)	0.107363678	0.03471406	Good
5	S005	A2058 	DMSO	3.5hr	rep1	eIF2 alpha (phospho-Ser51)	0.106187711	0.031378277	Good
6	S006	A2058 	901	6hr	rep1	eIF2 alpha (phospho-Ser51)	0.109242189	0.042523517	Good
7	S007	A2058 	4032	6hr	rep1	eIF2 alpha (phospho-Ser51)	0.090616036	0.040859641	Good
8	S008	A2058 	combo	6hr	rep1	eIF2 alpha (phospho-Ser51)	0.076822006	0.050987945	Good
9	S009	A2058 	DMSO	24hr	rep1	eIF2 alpha (phospho-Ser51)	0.112905305	0.039891674	Good
10	S010	A2058 	901	24hr	rep1	eIF2 alpha (phospho-Ser51)	0.089275672	0.030655441	Undet.
11	S011	A2058 	4032	24hr	rep1	eIF2 alpha (phospho-Ser51)	0.116542846	0.045252563	Undet.
12	S012	A2058 	combo	24hr	rep1	eIF2 alpha (phospho-Ser51)	0.139645437	0.035428447	Good
13	S013	A2058 	DMSO	1hr	rep2	eIF2 alpha (phospho-Ser51)	0.113615203	0.032784411	Good
14	S014	A2058 	901	1hr	rep2	eIF2 alpha (phospho-Ser51)	0.100447993	0.043382792	Good
15	S015	A2058 	4032	1hr	rep2	eIF2 alpha (phospho-Ser51)	0.132436473	0.030455405	Good
16	S016	A2058 	combo	1hr	rep2	eIF2 alpha (phospho-Ser51)	0.122761289	0.026451575	Good
17	S017	A2058 	DMSO	3.5hr	rep2	eIF2 alpha (phospho-Ser51)	0.141029002	0.035513984	Good
18	S018	A2058 	901	6hr	rep2	eIF2 alpha (phospho-Ser51)	0.144306043	0.064453244	Good
19	S019	A2058 	4032	6hr	rep2	eIF2 alpha (phospho-Ser51)	0.119110645	0.047423189	Good
20	S020	A2058 	combo	6hr	rep2	eIF2 alpha (phospho-Ser51)	0.133944052	0.029382102	Good
21	S021	A2058 	DMSO	24hr	rep2	eIF2 alpha (phospho-Ser51)	0.086854261	0.033367827	Good
22	S022	A2058 	901	24hr	rep2	eIF2 alpha (phospho-Ser51)	0.105956028	0.049167474	Good
23	S023	A2058 	4032	24hr	rep2	eIF2 alpha (phospho-Ser51)	0.07589397	0.065601908	Good
24	S024	A2058 	combo	24hr	rep2	eIF2 alpha (phospho-Ser51)	0.113181376	0.034313535	Good
25	S025	A375	DMSO	1hr	rep1	eIF2 alpha (phospho-Ser51)	0.125842354	0.094236009	Good
26	S026	A375	901	1hr	rep1	eIF2 alpha (phospho-Ser51)	0.140298321	0.027221276	Good
27	S027	A375	4032	1hr	rep1	eIF2 alpha (phospho-Ser51)	0.136350374	0.031037608	Good
28	S028	A375	combo	1hr	rep1	eIF2 alpha (phospho-Ser51)	0.122018839	0.02878593	Good
29	S029	A375	DMSO	3.5hr	rep1	eIF2 alpha (phospho-Ser51)	0.116452084	0.031014014	Good
30	S030	A375	901	6hr	rep1	eIF2 alpha (phospho-Ser51)	0.125851488	0.033067476	Good
31	S031	A375	4032	6hr	rep1	eIF2 alpha (phospho-Ser51)	0.122384238	0.026749455	Good
32	S032	A375	combo	6hr	rep1	eIF2 alpha (phospho-Ser51)	0.0980523	0.040933625	Undet.
33	S033	A375	DMSO	24hr	rep1	eIF2 alpha (phospho-Ser51)	0.122303545	0.025468029	Good
34	S034	A375	901	24hr	rep1	eIF2 alpha (phospho-Ser51)	0.076274208	0.044674322	Good
35	S035	A375	4032	24hr	rep1	eIF2 alpha (phospho-Ser51)	0.081802105	0.034374272	Good
36	S036	A375	combo	24hr	rep1	eIF2 alpha (phospho-Ser51)	0.090141857	0.038426767	Good
37	S037	A375	DMSO	1hr	rep2	eIF2 alpha (phospho-Ser51)	0.136463709	0.038028946	Good
38	S038	A375	901	1hr	rep2	eIF2 alpha (phospho-Ser51)	0.131578027	0.068123321	Good
39	S039	A375	4032	1hr	rep2	eIF2 alpha (phospho-Ser51)	0.138650948	0.092044378	Good
40	S040	A375	combo	1hr	rep2	eIF2 alpha (phospho-Ser51)	0.145167131	0.028976531	Good
41	S041	A375	DMSO	3.5hr	rep2	eIF2 alpha (phospho-Ser51)	0.106169001	0.029366197	Good
42	S042	A375	901	6hr	rep2	eIF2 alpha (phospho-Ser51)	0.10037212	0.036144395	Good
43	S043	A375	4032	6hr	rep2	eIF2 alpha (phospho-Ser51)	0.123707285	0.029345273	Good
44	S044	A375	combo	6hr	rep2	eIF2 alpha (phospho-Ser51)	0.10406511	0.032096705	Good
45	S045	A375	DMSO	24hr	rep2	eIF2 alpha (phospho-Ser51)	0.135933147	0.066581232	Good
46	S046	A375	901	24hr	rep2	eIF2 alpha (phospho-Ser51)	0.107229168	0.057528844	Good
47	S047	A375	4032	24hr	rep2	eIF2 alpha (phospho-Ser51)	0.104487355	0.058862257	Undet.
48	S048	A375	combo	24hr	rep2	eIF2 alpha (phospho-Ser51)	0.115899482	0.027610514	Undet.
1	S001	A2058 	DMSO	1hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.07168475	0.03092637	Good
2	S002	A2058 	901	1hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.969425367	0.025659441	Good
3	S003	A2058 	4032	1hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.091865718	0.027636275	Good
4	S004	A2058 	combo	1hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.916137904	0.028934216	Good
5	S005	A2058 	DMSO	3.5hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.041408661	0.024929704	Good
6	S006	A2058 	901	6hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.8278611	0.028711127	Good
7	S007	A2058 	4032	6hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.828389636	0.029937295	Good
8	S008	A2058 	combo	6hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.765350024	0.02912934	Good
9	S009	A2058 	DMSO	24hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.101196497	0.036337852	Good
10	S010	A2058 	901	24hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.576866025	0.062442764	Good
11	S011	A2058 	4032	24hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.67132468	0.027860622	Good
12	S012	A2058 	combo	24hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.705753059	0.05366604	Good
13	S013	A2058 	DMSO	1hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.988993684	0.033784168	Good
14	S014	A2058 	901	1hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.941381287	0.02751108	Good
15	S015	A2058 	4032	1hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.967185811	0.027836731	Good
16	S016	A2058 	combo	1hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.058145968	0.044121823	Good
17	S017	A2058 	DMSO	3.5hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.264365634	0.040535598	Good
18	S018	A2058 	901	6hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.073550507	0.055370522	Good
19	S019	A2058 	4032	6hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.033436844	0.051818	Good
20	S020	A2058 	combo	6hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.059709665	0.048184899	Good
21	S021	A2058 	DMSO	24hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.739284899	0.031963453	Good
22	S022	A2058 	901	24hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.588810936	0.03568318	Good
23	S023	A2058 	4032	24hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.432496666	0.047188373	Undet.
24	S024	A2058 	combo	24hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.582879308	0.028852308	Good
25	S025	A375	DMSO	1hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.11544162	0.043942768	Good
26	S026	A375	901	1hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.774906147	0.043796709	Good
27	S027	A375	4032	1hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.799475667	0.05020662	Good
28	S028	A375	combo	1hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.751326597	0.030370794	Good
29	S029	A375	DMSO	3.5hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.927993045	0.02936631	Good
30	S030	A375	901	6hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.610085659	0.031767216	Good
31	S031	A375	4032	6hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.617494653	0.037819742	Good
32	S032	A375	combo	6hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.516402169	0.027258274	Good
33	S033	A375	DMSO	24hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.920351064	0.036437223	Good
34	S034	A375	901	24hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.275217335	0.035491198	Good
35	S035	A375	4032	24hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.321296081	0.044272459	Good
36	S036	A375	combo	24hr	rep1	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.30797935	0.030414852	Good
37	S037	A375	DMSO	1hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	1.238838689	0.05492055	Good
38	S038	A375	901	1hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.798122287	0.047393654	Good
39	S039	A375	4032	1hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.864908223	0.033632718	Good
40	S040	A375	combo	1hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.944267173	0.036601872	Good
41	S041	A375	DMSO	3.5hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.99848256	0.035433871	Good
42	S042	A375	901	6hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.50387674	0.026057051	Good
43	S043	A375	4032	6hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.588636529	0.027583489	Good
44	S044	A375	combo	6hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.512890682	0.026881631	Good
45	S045	A375	DMSO	24hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.997330395	0.04770495	Good
46	S046	A375	901	24hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.357047077	0.043295926	Good
47	S047	A375	4032	24hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.414362615	0.027666185	Good
48	S048	A375	combo	24hr	rep2	GSK-3-alpha/beta (phospho-Ser21/Ser9)	0.433129612	0.045810569	Good
1	S001	A2058 	DMSO	1hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.56615506	0.033166056	Good
2	S002	A2058 	901	1hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.510281972	0.035520939	Good
3	S003	A2058 	4032	1hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.658093882	0.027375374	Good
4	S004	A2058 	combo	1hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.484508753	0.036446302	Good
5	S005	A2058 	DMSO	3.5hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.528261208	0.027571157	Good
6	S006	A2058 	901	6hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.456993784	0.038405523	Good
7	S007	A2058 	4032	6hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.379647142	0.02703752	Good
8	S008	A2058 	combo	6hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.339667051	0.028039251	Good
9	S009	A2058 	DMSO	24hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.490856805	0.025661618	Undet.
10	S010	A2058 	901	24hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.34982299	0.026379729	Good
11	S011	A2058 	4032	24hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.389537364	0.027702393	Good
12	S012	A2058 	combo	24hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.406585546	0.036425998	Good
13	S013	A2058 	DMSO	1hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.478092813	0.034704967	Good
14	S014	A2058 	901	1hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.448001458	0.034264871	Good
15	S015	A2058 	4032	1hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.438649086	0.027952421	Good
16	S016	A2058 	combo	1hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.475279473	0.038203031	Good
17	S017	A2058 	DMSO	3.5hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.55688433	0.057353479	Good
18	S018	A2058 	901	6hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.46261444	0.028205512	Good
19	S019	A2058 	4032	6hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.489853268	0.03227583	Good
20	S020	A2058 	combo	6hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.476096766	0.033632184	Good
21	S021	A2058 	DMSO	24hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.32409127	0.033512025	Good
22	S022	A2058 	901	24hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.375409646	0.026905009	Good
23	S023	A2058 	4032	24hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.266870017	0.030526233	Good
24	S024	A2058 	combo	24hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.316694188	0.028103653	Good
25	S025	A375	DMSO	1hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.517695847	0.044542045	Good
26	S026	A375	901	1hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.469865244	0.06198313	Good
27	S027	A375	4032	1hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.390290385	0.031608189	Good
28	S028	A375	combo	1hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.416165254	0.027606903	Good
29	S029	A375	DMSO	3.5hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.465578197	0.052540693	Good
30	S030	A375	901	6hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.366446085	0.033598591	Good
31	S031	A375	4032	6hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.394869073	0.027139205	Good
32	S032	A375	combo	6hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.322962723	0.025836089	Good
33	S033	A375	DMSO	24hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.412919641	0.033711844	Good
34	S034	A375	901	24hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.234294799	0.033790728	Good
35	S035	A375	4032	24hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.257085471	0.025898409	Good
36	S036	A375	combo	24hr	rep1	IRS-1 (phospho-Ser636,Ser639)	0.225417644	0.056984648	Good
37	S037	A375	DMSO	1hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.610108511	0.073286438	Good
38	S038	A375	901	1hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.504772342	0.034628877	Good
39	S039	A375	4032	1hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.484833613	0.056612186	Good
40	S040	A375	combo	1hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.550827849	0.029839527	Good
41	S041	A375	DMSO	3.5hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.44920505	0.027677931	Good
42	S042	A375	901	6hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.322896111	0.029603001	Good
43	S043	A375	4032	6hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.381029543	0.027335857	Good
44	S044	A375	combo	6hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.299919318	0.029147234	Good
45	S045	A375	DMSO	24hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.501084971	0.032835646	Good
46	S046	A375	901	24hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.305990473	0.032538213	Good
47	S047	A375	4032	24hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.326144218	0.033075812	Good
48	S048	A375	combo	24hr	rep2	IRS-1 (phospho-Ser636,Ser639)	0.320346306	0.027727872	Undet.
1	S001	A2058 	DMSO	1hr	rep1	MEK1/2 (phospho-Ser217/221)	0.22087635	0.058012565	Undet.
2	S002	A2058 	901	1hr	rep1	MEK1/2 (phospho-Ser217/221)	0.141802835	0.056928505	Good
3	S003	A2058 	4032	1hr	rep1	MEK1/2 (phospho-Ser217/221)	0.130981489	0.051917463	Good
4	S004	A2058 	combo	1hr	rep1	MEK1/2 (phospho-Ser217/221)	0.100245021	0.065506782	Good
5	S005	A2058 	DMSO	3.5hr	rep1	MEK1/2 (phospho-Ser217/221)	0.215275188	0.032030171	Undet.
6	S006	A2058 	901	6hr	rep1	MEK1/2 (phospho-Ser217/221)	0.120916469	0.037641803	Undet.
7	S007	A2058 	4032	6hr	rep1	MEK1/2 (phospho-Ser217/221)	0.089581326	0.039840755	Good
8	S008	A2058 	combo	6hr	rep1	MEK1/2 (phospho-Ser217/221)	0.068928071	0.091192956	Good
9	S009	A2058 	DMSO	24hr	rep1	MEK1/2 (phospho-Ser217/221)	0.194614981	0.060209495	Undet.
10	S010	A2058 	901	24hr	rep1	MEK1/2 (phospho-Ser217/221)	0.111432351	0.031627374	Good
11	S011	A2058 	4032	24hr	rep1	MEK1/2 (phospho-Ser217/221)	0.09872818	0.043768582	Good
12	S012	A2058 	combo	24hr	rep1	MEK1/2 (phospho-Ser217/221)	0.100445956	0.031809723	Good
13	S013	A2058 	DMSO	1hr	rep2	MEK1/2 (phospho-Ser217/221)	0.200238582	0.033668509	Undet.
14	S014	A2058 	901	1hr	rep2	MEK1/2 (phospho-Ser217/221)	0.136370068	0.035862385	Good
15	S015	A2058 	4032	1hr	rep2	MEK1/2 (phospho-Ser217/221)	0.095993169	0.040227101	Good
16	S016	A2058 	combo	1hr	rep2	MEK1/2 (phospho-Ser217/221)	0.108251894	0.061964549	Good
17	S017	A2058 	DMSO	3.5hr	rep2	MEK1/2 (phospho-Ser217/221)	0.282606928	0.026883629	Good
18	S018	A2058 	901	6hr	rep2	MEK1/2 (phospho-Ser217/221)	0.149635751	0.047677201	Good
19	S019	A2058 	4032	6hr	rep2	MEK1/2 (phospho-Ser217/221)	0.098560447	0.045023742	Good
20	S020	A2058 	combo	6hr	rep2	MEK1/2 (phospho-Ser217/221)	0.104644833	0.033974968	Good
21	S021	A2058 	DMSO	24hr	rep2	MEK1/2 (phospho-Ser217/221)	0.125136986	0.065155552	Good
22	S022	A2058 	901	24hr	rep2	MEK1/2 (phospho-Ser217/221)	0.099110137	0.036058713	Good
23	S023	A2058 	4032	24hr	rep2	MEK1/2 (phospho-Ser217/221)	0.059490491	0.040462069	Good
24	S024	A2058 	combo	24hr	rep2	MEK1/2 (phospho-Ser217/221)	0.075673741	0.033830578	Good
25	S025	A375	DMSO	1hr	rep1	MEK1/2 (phospho-Ser217/221)	0.422351728	0.095323397	Good
26	S026	A375	901	1hr	rep1	MEK1/2 (phospho-Ser217/221)	0.341838935	0.03679479	Good
27	S027	A375	4032	1hr	rep1	MEK1/2 (phospho-Ser217/221)	0.144123578	0.075697976	Good
28	S028	A375	combo	1hr	rep1	MEK1/2 (phospho-Ser217/221)	0.132948033	0.035363171	Good
29	S029	A375	DMSO	3.5hr	rep1	MEK1/2 (phospho-Ser217/221)	0.329765463	0.067984361	Undet.
30	S030	A375	901	6hr	rep1	MEK1/2 (phospho-Ser217/221)	0.228335648	0.049382428	Undet.
31	S031	A375	4032	6hr	rep1	MEK1/2 (phospho-Ser217/221)	0.134748219	0.078157549	Good
32	S032	A375	combo	6hr	rep1	MEK1/2 (phospho-Ser217/221)	0.094014941	0.036060548	Good
33	S033	A375	DMSO	24hr	rep1	MEK1/2 (phospho-Ser217/221)	0.343131019	0.068199034	Undet.
34	S034	A375	901	24hr	rep1	MEK1/2 (phospho-Ser217/221)	0.143832194	0.046512827	Undet.
35	S035	A375	4032	24hr	rep1	MEK1/2 (phospho-Ser217/221)	0.097800145	0.03856126	Good
36	S036	A375	combo	24hr	rep1	MEK1/2 (phospho-Ser217/221)	0.091211962	0.035009977	Good
37	S037	A375	DMSO	1hr	rep2	MEK1/2 (phospho-Ser217/221)	0.466019012	0.031751508	Undet.
38	S038	A375	901	1hr	rep2	MEK1/2 (phospho-Ser217/221)	0.302907333	0.04956808	Undet.
39	S039	A375	4032	1hr	rep2	MEK1/2 (phospho-Ser217/221)	0.172555544	0.04632919	Good
40	S040	A375	combo	1hr	rep2	MEK1/2 (phospho-Ser217/221)	0.208658899	0.025483408	Good
41	S041	A375	DMSO	3.5hr	rep2	MEK1/2 (phospho-Ser217/221)	0.354196281	0.062203301	Undet.
42	S042	A375	901	6hr	rep2	MEK1/2 (phospho-Ser217/221)	0.186353428	0.033864182	Undet.
43	S043	A375	4032	6hr	rep2	MEK1/2 (phospho-Ser217/221)	0.122033286	0.033512171	Good
44	S044	A375	combo	6hr	rep2	MEK1/2 (phospho-Ser217/221)	0.085803384	0.037071686	Good
45	S045	A375	DMSO	24hr	rep2	MEK1/2 (phospho-Ser217/221)	0.405884548	0.039826304	Good
46	S046	A375	901	24hr	rep2	MEK1/2 (phospho-Ser217/221)	0.209624275	0.032784125	Good
47	S047	A375	4032	24hr	rep2	MEK1/2 (phospho-Ser217/221)	0.11867112	0.033364483	Good
48	S048	A375	combo	24hr	rep2	MEK1/2 (phospho-Ser217/221)	0.144841304	0.031277761	Good
1	S001	A2058 	DMSO	1hr	rep1	mTOR (phospho-Ser2448)	2.68900813	0.233698507	Poor
2	S002	A2058 	901	1hr	rep1	mTOR (phospho-Ser2448)	4.885258178	0.062327975	Good
3	S003	A2058 	4032	1hr	rep1	mTOR (phospho-Ser2448)	5.996180999	0.027437465	Good
