AntibodyLabel,Source,NodeName,Gene_Symbol,Sites,Effect
Stathmin.1.R.V_GBL1033733,MDACC,Stathmin1,STMN1,NA,c
Stathmin.1.R.V_GBL1113224,MDACC,Stathmin1,STMN1,NA,c
Stathmin.1.R.V_GBL1114910,MDACC,Stathmin1,STMN1,NA,c
Stathmin.R.V_GBL.9012905,MDACC,Stathmin,STMN1,NA,c
Stathmin.R.V_GBL.9013919,MDACC,Stathmin,STMN1,NA,c
Stathmin.R.V_GBL9026289,MDACC,Stathmin,STMN1,NA,c
Stathmin(V)_GBL9007988,MDACC,Stathmin,STMN1,NA,c
STING,MDACC,STING,STING1,NA,c
STK19,MDACC,STK19,STK19,NA,c
SURVIVIN,MSKCC,Survivin,BIRC5,NA,c
Survivin,MSKCC,Survivin,BIRC5,NA,c
SYK,MDACC,Syk,SYK,NA,c
Syk,MDACC,Syk,SYK,NA,c
Syk.M.V_GBL.9012914,MDACC,Syk,SYK,NA,c
Syk.M.V_GBL1033948,MDACC,Syk,SYK,NA,c
Syk.M.V_GBL1113389,MDACC,Syk,SYK,NA,c
Syk.M.V_GBL1115076,MDACC,Syk,SYK,NA,c
Syk.M.V_GBL9026328,MDACC,Syk,SYK,NA,c
SYK(mouse)(V)_GBL9007884,MDACC,SYK,SYK,NA,c
SYNCAM,MDACC,SYNCAM,CADM1,NA,c
SYNTAX_AB2,MDACC,SYNTAX_AB2,NA,NA,c
TANKYRASE,MDACC,TNKS,TNKS,NA,c
Tau,MDACC,TAU,MAPT,NA,c
TAU,MDACC,TAU,MAPT,NA,c
TAU_RS00273749 (MOUSE),MDACC,TAU,MAPT,NA,c
TAU_RS00273757 (mouse),MDACC,TAU,MAPT,NA,c
TAU_RS00276375 (mouse),MDACC,TAU,MAPT,NA,c
TAU_RS00276386 (mouse) (1_250) (w to OK),MDACC,TAU,MAPT,NA,c
Tau.M.C_GBL.9012915,MDACC,Tau,MAPT,NA,c
Tau.M.C_GBL1115168,MDACC,Tau,MAPT,NA,c
Tau.M.C_GBL9026329,MDACC,Tau,MAPT,NA,c
TAZ_PS89,MDACC,TAZpS89,WWTR1,S89,i
TAZ_pS89,MDACC,TAZpS89,WWTR1,S89,i
TAZ_pS89_C,MDACC,TAZpS89,WWTR1,S89,i
TAZ_pS89_GBL9008521,MDACC,TAZpS89,WWTR1,S89,i
TAZ_pS89_GBL9008546,MDACC,TAZpS89,WWTR1,S89,i
TAZ_pS89.R.C_GBL.9012856,MDACC,TAZpS89,WWTR1,S89,i
TAZ_pS89.R.C_GBL9026290,MDACC,TAZpS89,WWTR1,S89,i
TAZ,MDACC,TAZ,WWTR1,NA,c
TAZ_RS00273603,MDACC,TAZ,WWTR1,NA,c
TAZ_RS00276593,MDACC,TAZ,WWTR1,NA,c
TAZ.R.V_GBL1033741,MDACC,TAZ,WWTR1,NA,c
TAZ.R.V_GBL1113232,MDACC,TAZ,WWTR1,NA,c
TAZ.R.V_GBL1114918,MDACC,TAZ,WWTR1,NA,c
TAZ(V)_GBL9008367,MDACC,TAZ,WWTR1,NA,c
TBET,MDACC,TBET,TBX21,NA,c
TCF21,MDACC,TCF21,TCF21,NA,c
TCF4,MDACC,TCF4,TCF4,NA,c
TCF4_GBL9008370,MDACC,TCF4,TCF4,NA,c
TELOMERASE,MDACC,Telomerase,TERT,NA,c
Telomerase,MDACC,Telomerase,TERT,NA,c
Telomerase_C,MDACC,Telomerase,TERT,NA,c
Telomerase_RS00275692,MDACC,Telomerase,TERT,NA,c
Telomerase(C)_GBL9008329,MDACC,Telomerase,TERT,NA,c
Telomerase(C)_GBL9008336,MDACC,Telomerase,TERT,NA,c
TERT,MDACC,TERT,TERT,NA,c
TET1,MDACC,TET1,TET1,NA,c
TET2,MDACC,TET2,TET2,NA,c
TFAM,MDACC,TFAM,TFAM,NA,c
TFAM.R.V_GBL1114997,MDACC,TFAM,TFAM,NA,c
TFF1,MDACC,TFF1,TFF1,NA,c
TFF1.R.V_GBL9026291,MDACC,TFF1,TFF1,NA,c
TRFC,MDACC,NA,NA,NA,NA
TFRC,MDACC,TFRC,TFRC,NA,c
TFRC.R.V_GBL1033849,MDACC,TFRC,TFRC,NA,c
TFRC.R.V_GBL1113310,MDACC,TFRC,TFRC,NA,c
TFRC.R.V_GBL1114966,MDACC,TFRC,TFRC,NA,c
TGFB2,MDACC,TGFB2,TGFB2,NA,c
TGIF2,MDACC,TGIF2,TGIF2,NA,c
TIF1.A,MDACC,TIF1.A,TRIM24,NA,c
TIF1,MDACC,TIF1,TRIM24,NA,c
TIM3,MDACC,TIM3,HAVCR2,NA,c
TIGAR,MDACC,TIGAR,TIGAR,NA,c
TIGAR.R.V_GBL1033836,MDACC,TIGAR,TIGAR,NA,c
TIGAR.R.V_GBL1113287,MDACC,TIGAR,TIGAR,NA,c
TIGAR.R.V_GBL1114955,MDACC,TIGAR,TIGAR,NA,c
TIGAR.R.V_GBL9026292,MDACC,TIGAR,TIGAR,NA,c
THIOREDOXIN1,MDACC,thioredoxin1,TXN,NA,c
Total AMPK ALPHA,MSKCC,AMPKa,PRKAA1,NA,c
Total AMPK ALPHA,MSKCC,AMPKa,PRKAA2,NA,c
TOP1,MDACC,TOP1,TOP1,NA,c
TRA_1_60,MDACC,TRA1,HSP90B1,NA,c
TRANSGLUTAMINASE,MDACC,Transglutaminase,TGM1,NA,c
Transglutaminase,MDACC,Transglutaminase,TGM1,NA,c
Transglutaminase.M.V_GBL1033901,MDACC,Transglutaminase,TGM1,NA,c
Transglutaminase.M.V_GBL1113361,MDACC,Transglutaminase,TGM1,NA,c
Transglutaminase.M.V_GBL1115044,MDACC,Transglutaminase,TGM1,NA,c
TRF2,MDACC,TRF2,TERF2,NA,c
TFRC,MDACC,TFRC,TFRC,NA,c
TRIM16,MDACC,TRIM16,TRIM16,NA,c
TRIM24,MDACC,TRIM24,TRIM24,NA,c
TRIM25,MDACC,TRIM25,TRIM25,NA,c
TRIM29,MDACC,TRIM29,TRIM29,NA,c
TRIM32,MDACC,TRIM32,TRIM32,NA,c
TRIM44,MDACC,TRIM44,TRIM44,NA,c
TRP1,MDACC,TRP1,TRPC1,NA,c
TSC1,MDACC,TSC1,TSC1,NA,c
TSC1.R.C_GBL1033841,MDACC,TSC1,TSC1,NA,c
TSC1.R.C_GBL1113302,MDACC,TSC1,TSC1,NA,c
TSC1.R.C_GBL1114958,MDACC,TSC1,TSC1,NA,c
TSC2,MDACC,TSC1,TSC1,NA,c
TSC2_C,MDACC,TSC1,TSC1,NA,c
TSC2_PT1462,MDACC,TSC2pT1462,TSC2,T1462,i
TSC2_pT1462,MDACC,TSC2pT1462,TSC2,T1462,i
TSC2_pT1462_GBL9008514,MDACC,TSC2pT1462,TSC2,T1462,i
TSC2_pT1462_RS00269172,MDACC,TSC2pT1462,TSC2,T1462,i
TSC2_pT1462_RS00275572,MDACC,TSC2pT1462,TSC2,T1462,i
TSC2_RS00269174,MDACC,TSC2,TSC2,NA,c
TSC2_RS00275574,MDACC,TSC2,TSC2,NA,c
TSC2(C )_GBL9008397,MDACC,TSC2,TSC2,NA,c
TTF1,MDACC,TTF1,TTF1,NA,c
TTF1.R.V_GBL1033830,MDACC,TTF1,TTF1,NA,c
TTF1.R.V_GBL1113281,MDACC,TTF1,TTF1,NA,c
TTF1.wR.V_GBL1115123,MDACC,TTF1,TTF1,NA,c
TU30,MDACC,TU30,TUBG1,NA,c
TU.30_GBL9008543,MDACC,TU30,TUBG1,NA,c
Tuberin_pT1462,MDACC,TuberinpT1462,TSC2,T1462,i
Tuberin_pT1462.R.V_GBL1033730,MDACC,TuberinpT1462,TSC2,T1462,i
Tuberin_pT1462.R.V_GBL1113221,MDACC,TuberinpT1462,TSC2,T1462,i
Tuberin_pT1462.wR.V_GBL1115111,MDACC,TuberinpT1462,TSC2,T1462,i
Tuberin,MDACC,Tuberin,TSC2,NA,c
Tuberin.R.C_GBL.9012857,MDACC,Tuberin,TSC2,NA,c
Tuberin.R.C_GBL9026293,MDACC,TSC2,TSC2,NA,c
Tuberin.R.V_GBL1033729,MDACC,Tuberin,TSC2,NA,c
Tuberin.R.V_GBL1113220,MDACC,Tuberin,TSC2,NA,c
Tuberin.R.V_GBL1114906,MDACC,Tuberin,TSC2,NA,c
TUFM,MDACC,TUFM,TUFM,NA,c
TWIST,MDACC,TWIST,TWIST1,NA,c
TWIST.M.C_GBL1033888,MDACC,TWIST,TWIST1,NA,c
TWIST.M.C_GBL1113402,MDACC,TWIST,TWIST1,NA,c
TWIST.wM.C_GBL1115139,MDACC,TWIST,TWIST1,NA,c
TYRO3,MDACC,Tyro3,TYRO3,NA,c
Tyro3,MDACC,Tyro3,TYRO3,NA,c
Tyro3.R.V_GBL1033829,MDACC,Tyro3,TYRO3,NA,c
Tyro3.R.V_GBL1113280,MDACC,Tyro3,TYRO3,NA,c
Tyro3.R.V_GBL1114951,MDACC,Tyro3,TYRO3,NA,c
UBIQUITYL.HISTONE.H2B,MDACC,HIST1H2BB,HIST1H2BB,NA,c
UBIQUITIN_CLONE_P4D1.A11,MDACC,UBIQUITIN,RPS27A,NA,c
UBAC1,MDACC,UBAC1,UBAC1,NA,c
UBAC1.R.V_GBL1033872,MDACC,UBAC1,UBAC1,NA,c
UBAC1.R.V_GBL1113333,MDACC,UBAC1,UBAC1,NA,c
UBAC1.R.V_GBL1114989,MDACC,UBAC1,UBAC1,NA,c
UBQLN4,MDACC,UBQLN4,UBQLN4,NA,c
UGT1A,MDACC,UGT1A,UGT1A,NA,c
UGT1A.M.V_GBL1033950,MDACC,UGT1A,UGT1A,NA,c
UGT1A.M.V_GBL1113401,MDACC,UGT1A,UGT1A,NA,c
UGT1A.M.V_GBL1115087,MDACC,UGT1A,UGT1A,NA,c
ULK1,MDACC,ULK1,ULK1,NA,c
ULK1_PS757,MDACC,ULK1pS757,ULK1,S757,i
ULK1_pS757,MDACC,ULK1pS757,ULK1,S757,i
UQCRC2,MDACC,UQCRC2,UQCRC2,NA,c
UQCRC2.M.C_GBL1033949,MDACC,UQCRC2,UQCRC2,NA,c
UQCRC2.M.C_GBL1113398,MDACC,UQCRC2,UQCRC2,NA,c
UQCRC2.M.C_GBL1115084,MDACC,UQCRC2,UQCRC2,NA,c
UVRAG,MDACC,UVRAG,UVRAG,NA,c
ACETYL.HISTONE.H2A,MDACC,H2AFY,H2AFY,NA,c
Ubq.Histone.H2B,MDACC,HIST1H2BB,HIST1H2BB,NA,c
U.Histone.H2B,MDACC,HIST1H2BB,HIST1H2BB,NA,c
VASP,MDACC,VASP,VASP,NA,c
VASP_RS00273410,MDACC,VASP,VASP,NA,c
VASP_RS00275701,MDACC,VASP,VASP,NA,c
VASP.R.C_GBL9026294,MDACC,VASP,VASP,NA,c
VASP(C)_GBL9008398,MDACC,VASP,VASP,NA,c
VAV1,MDACC,VAV1,VAV1,NA,c
VDAC1_PORIN,MDACC,VDAC1_PORIN,VDAC1,NA,c
VEGFR (phospho.Tyr951),MSKCC,VEGFR2_pY951,KDR,Y951,a
VEGFR.2,MSKCC,VEGFR2,KDR,NA,c
VEGF,MSKCC,VEGFR2,KDR,NA,c
VEGFR2,MSKCC,VEGFR2,KDR,NA,c
VEGFR 2,MSKCC,VEGFR2,KDR,NA,c
VEGFR 2 (phospho.Tyr1059),MSKCC,VEGFR2_pY1059,KDR,Y1059,a
VEGFR.2.R.V_GBL1033731,MDACC,VEGFR2,KDR,NA,c
VEGFR.2.R.V_GBL1113222,MDACC,VEGFR2,KDR,NA,c
VEGFR.2.R.V_GBL1114907,MDACC,VEGFR2,KDR,NA,c
VEGFR2_RS00273593,MDACC,VEGFR2,KDR,NA,c
VEGFR2_RS00273720,MDACC,VEGFR2,KDR,NA,c
VEGFR2_RS00276011,MDACC,VEGFR2,KDR,NA,c
VEGFR2.R.V_GBL.9012859,MDACC,VEGFR2,KDR,NA,c
VEGFR2.R.V_GBL9026347,MDACC,VEGFR2,KDR,NA,c
VIMENTIN,MDACC,Vimentin,VIM,NA,c
Vimentin,MDACC,Vimentin,VIM,NA,c
Vimentin.M.C_GBL1115245,MDACC,Vimentin,VIM,NA,c
VINCULIN,MDACC,VINCULIN,VCL,NA,c
VHL.EPPK1,MDACC,VHLEPPK1,EPPK1,NA,c
WEE1,MDACC,Wee1,WEE1,NA,c
Wee1,MDACC,Wee1,WEE1,NA,c
WEE1_PS642,MDACC,Wee1pS642,WEE1,S642,i
Wee1_pS642,MDACC,Wee1pS642,WEE1,S642,i
WILMS_TUMOR_PROTEIN,MDACC,WT1,WT1,NA,c
WIPI1,MDACC,WIPI1,WIPI1,NA,c
WIPI2,MDACC,WIPI2,WIPI2,NA,c
WNT4,MDACC,WNT4,WNT4,NA,c
WNT5A,MDACC,WNT5A,WNT5A,NA,c
14-3-3-beta,MDACC,1433beta,YWHAB,NA,c
X14.3.3_epsilon.M.C_GBL9026348,MDACC,1433e,YWHAE,NA,c
X14.3.3.BETA,MDACC,1433Beta,YWHAB,NA,c
X14.3.3.Beta,MDACC,1433Beta,YWHAB,NA,c
X14.3.3.Beta_RS00273759,MDACC,1433Beta,YWHAB,NA,c
X14.3.3.Beta_RS00275702,MDACC,1433Beta,YWHAB,NA,c
X14.3.3.beta_V,MDACC,1433beta,YWHAB,NA,c
X14.3.3.beta.R.V_GBL1033882,MDACC,1433beta,YWHAB,NA,c
X14.3.3.beta.R.V_GBL1113342,MDACC,1433beta,YWHAB,NA,c
X14.3.3.beta.R.V_GBL1115021,MDACC,1433beta,YWHAB,NA,c
X14.3.3.beta(V)_GBL9008393,MDACC,1433beta,YWHAB,NA,c
X14.3.3.beta.V._GBL9008393.txt,MDACC,1433beta,YWHAB,NA,c
14-3-3-epsilon,MDACC,1433epsilon,YWHAE,NA,c
X14.3.3.EPSILON,MDACC,X1433epsilon,YWHAE,NA,c
X14.3.3.epsilon,MDACC,X1433epsilon,YWHAE,NA,c
X14.3.3.epsilon.M.C_GBL.9014289,MDACC,X1433epsilon,YWHAE,NA,c
X14.3.3.epsilon.M.C_GBL1033928,MDACC,1433epsilon,YWHAE,NA,c
X14.3.3.epsilon.M.C_GBL1113387,MDACC,1433epsilon,YWHAE,NA,c
X14.3.3.epsilon.M.C_GBL1115074,MDACC,1433epsilon,YWHAE,NA,c
14-3-3-SIGMA,MDACC,1433sigma,SFN,NA,c
X14.3.3.SIGMA,MDACC,1433sigma,SFN,NA,c
14-3-3-zeta,MDACC,1433zeta,YWHAZ,NA,c
X14.3.3.ZETA,MDACC,1433Zeta,YWHAZ,NA,c
X14.3.3.Zeta,MDACC,1433Zeta,YWHAZ,NA,c
X14.3.3.Zeta_RS00273573,MDACC,1433Zeta,YWHAZ,NA,c
X14.3.3.Zeta_RS00276595 (1_20000),MDACC,1433Zeta,YWHAZ,NA,c
X14.3.3.zeta.R.V_GBL1033883,MDACC,1433zeta,YWHAZ,NA,c
X14.3.3.zeta.R.V_GBL1113343,MDACC,1433zeta,YWHAZ,NA,c
X14.3.3.zeta.R.V_GBL1115022,MDACC,1433zeta,YWHAZ,NA,c
X14.3.3.Zeta(C)_GBL9008335,MDACC,1433Zeta,YWHAZ,NA,c
X4E.BP1,MDACC,X4EBP1,EIF4EBP1,S65,NA
X4E.BP1 (phospho.Ser65),MSKCC,X4EBP1_pS65,EIF4EBP1,S65,i
X4E.BP1 (phospho.Thr37,MSKCC,X4EBP1_pT37,EIF4EBP1,T37,i
X4E.BP1_pS65,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4EBP1_pS65,MDACC,XX4EBP1pS65,EIF4EBP1,S65,i
X4E.BP1_pS65.R.V_GBL.9013801,MDACC,XX4EBP1pS65,EIF4EBP1,S65,i
X4E.BP1_pS65.R.V_GBL1033671,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4E.BP1_pS65.R.V_GBL1113150,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4E.BP1_pS65.R.V_GBL1114852,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4E.BP1_pS65.R.V_GBL9026170,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4E.BP1_PT37,MDACC,X4EBP1_pT37,EIF4EBP1,T37,i
X4E.BP1_pT37_T46,MDACC,X4EBP1_pT37T46,EIF4EBP1,T37|T46,i
X4EBP1_PT37_T46,MDACC,X4EBP1pT37T46,EIF4EBP1,T37|T46,i
X4E.BP1_pT37_T46.R.V_GBL1033672,MDACC,X4EBP1pT37T46,EIF4EBP1,T37|T46,i
X4E.BP1_pT37_T46.R.V_GBL1113151,MDACC,X4EBP1pT37T46,EIF4EBP1,T37|T46,i
X4E.BP1_pT37_T46.R.V_GBL1114853,MDACC,X4EBP1pT37T46,EIF4EBP1,T37|T46,i
X4EBP1,MDACC,XX4EBP1,EIF4EBP1,NA,c
X4E.BP1.R.V_GBL.9013800,MDACC,XX4EBP1,EIF4EBP1,NA,c
X4E.BP1.R.V_GBL1033914,MDACC,X4EBP1,EIF4EBP1,NA,c
X4E.BP1.R.V_GBL1113149,MDACC,X4EBP1,EIF4EBP1,NA,c
X4E.BP1.R.V_GBL1114851,MDACC,X4EBP1,EIF4EBP1,NA,c
X4E.BP1.R.V_GBL9026169,MDACC,X4EBP1,EIF4EBP1,NA,c
X4EBP1_pS37_RS00273595,MDACC,X4EBP1pS37,EIF4EBP1,S37,i
X4EBP1_PT37,MDACC,X4EBP1pS37,EIF4EBP1,S37,i
X4EBP1_pS37,MDACC,X4EBP1pS37,EIF4EBP1,S37,i
X4EBP1_PS65,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4EBP1_pS65,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4EBP1_pS65_RS00269167,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4EBP1_pS65_RS00275827,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4EBP1_pS65_V,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4EBP1_pS65(V)_GBL9007869,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4EBP1_pS65(V)_GBL9008591,MDACC,X4EBP1pS65,EIF4EBP1,S65,i
X4EBP1_pT37,MDACC,X4EBP1pT37,EIF4EBP1,T37,i
X4EBP1_pT37_RS00275826,MDACC,X4EBP1pT37,EIF4EBP1,T37,i
X4EBP1_pT37_V,MDACC,XX4EBP1pT37,EIF4EBP1,T37,i
X4EBP1_pT37.R.V_GBL.9013802,MDACC,XX4EBP1pT37,EIF4EBP1,T37,i
X4EBP1_pT37(V)_GBL9008592,MDACC,X4EBP1pT37,EIF4EBP1,T37,i
X4E.BP1_pT70,MDACC,X4EBP1_pT70,EIF4EBP1,T70,i
X4EBP1_PT70,MDACC,X4EBP1pT70,EIF4EBP1,T70,i
X4EBP1_pT70,MDACC,X4EBP1pT70,EIF4EBP1,T70,i
X4EBP1_pT70_RS00273577,MDACC,X4EBP1pT70,EIF4EBP1,T70,i
X4EBP1_pT70_RS00275820,MDACC,X4EBP1pT70,EIF4EBP1,T70,i
X4EBP1_pT70.R_GBL.9013803,MDACC,XX4EBP1pT70,EIF4EBP1,T70,i
X4EBP1_pT70(V)_GBL9008561,MDACC,X4EBP1pT70,EIF4EBP1,T70,i
X4EBP1_RS00269168,MDACC,X4EBP1,EIF4EBP1,NA,c
X4EBP1_RS00276828,MDACC,X4EBP1,EIF4EBP1,NA,c
X4EBP1_V,MDACC,X4EBP1,EIF4EBP1,NA,c
X4EBP1.V._GBL9007231.txt,MDACC,X4EBP1,EIF4EBP1,NA,c
X4EBP1(V)_GBL9007231,MDACC,X4EBP1,EIF4EBP1,NA,c
X4EBP1(V)_GBL9008590,MDACC,X4EBP1,EIF4EBP1,NA,c
X53BP1,MDACC,X53BP1,TP53BP1,NA,c
X53BP1_GBL9008311,MDACC,X53BP1,TP53BP1,NA,c
X53BP1.R.C_GBL.9013804,MDACC,XX53BP1,TP53BP1,NA,c
X53BP1.R.C_GBL9026171,MDACC,TX53BP1,TP53BP1,NA,c
X53BP1.R.V_GBL1033787,MDACC,X53BP1,TP53BP1,NA,c
X53BP1.R.V_GBL1113264,MDACC,X53BP1,TP53BP1,NA,c
X53BP1.R.V_GBL1114936,MDACC,X53BP1,TP53BP1,NA,c
XBP1,MDACC,XBP1,EIF4EBP1,NA,c
XBP.1,MDACC,XBP1,EIF4EBP1,NA,c
XBP1.G.C_GBL1115183,MDACC,XBP1,EIF4EBP1,NA,c
XIAP,MDACC,XIAP,XIAP,NA,c
XIAP_RS00272761,MDACC,XIAP,XIAP,NA,c
XIAP_RS00273575,MDACC,XIAP,XIAP,NA,c
XIAP_RS00275858,MDACC,XIAP,XIAP,NA,c
XIAP.R.C_GBL.9012860,MDACC,XIAP,XIAP,NA,c
XIAP.R.C_GBL1114908,MDACC,XIAP,XIAP,NA,c
XIAP.R.C_GBL9026296,MDACC,XIAP,XIAP,NA,c
XIAP(C)_GBL9008517,MDACC,XIAP,XIAP,NA,c
XPA,MDACC,XPA,XPA,NA,c
XPA.M.V_GBL1115090,MDACC,XPA,XPA,NA,c
XPC,MDACC,XPC,XPC,NA,c
XPB,MDACC,XPB,ERCC3,NA,c
XPF,MDACC,XPF,ERCC4,NA,c
XPF.M.C_GBL1115172,MDACC,XPF,ERCC4,NA,c
XRCC1,MDACC,XRCC1,XRCC1,NA,c
XRCC1_GBL9008409,MDACC,XRCC1,XRCC1,NA,c
XRCC1_RS00275801,MDACC,XRCC1,XRCC1,NA,c
XRCC1.R.C_GBL.9012861,MDACC,XRCC1,XRCC1,NA,c
XRCC1.R.C_GBL1033781,MDACC,XRCC1,XRCC1,NA,c
XRCC1.R.C_GBL1113258,MDACC,XRCC1,XRCC1,NA,c
XRCC1.R.C_GBL9026297,MDACC,XRCC1,XRCC1,NA,c
XRCC1.wR.C_GBL1115118,MDACC,XRCC1,XRCC1,NA,c
YAP_PS127,MDACC,YAPpS127,YAP1,S127,a
YAP_pS127,MDACC,YAPpS127,YAP1,S127,a
YAP_pS127.R.C_GBL.9012863,MDACC,YAPpS127,YAP1,S127,a
YAP_pS127.R.C_GBL9026299,MDACC,YAP1pS127,YAP1,S127,a
YAP_pS127.R.E_GBL1033742,MDACC,YAPpS127,YAP1,S127,a
YAP_pS127.R.E_GBL1113233,MDACC,YAPpS127,YAP1,S127,a
YAP_pS127.R.E_GBL1114919,MDACC,YAPpS127,YAP1,S127,a
YAP,MDACC,YAP,YAP1,NA,c
YAP_RS00273602,MDACC,YAP,YAP1,NA,c
YAP_RS00275694,MDACC,YAP,YAP1,NA,c
YAP_V,MDACC,YAP,YAP1,NA,c
YAP.R.E_GBL1033881,MDACC,YAP,YAP1,NA,c
YAP.R.E_GBL1113341,MDACC,YAP,YAP1,NA,c
YAP.R.E_GBL1115020,MDACC,YAP,YAP1,NA,c
YAP.R.V_GBL.9012862,MDACC,YAP,YAP1,NA,c
YAP.R.V_GBL9026298,MDACC,YAP1,YAP1,NA,c
YB.1_pS102.R.V_GBL.9012876,MDACC,YB1pS102,YBX1,S102,a
YB.1_pS102.R.V_GBL9026333,MDACC,YB1pS102,YBX1,S102,a
YB1,MDACC,YB1,YBX1,NA,c
YBI,MDACC,YB1,YBX1,NA,c
Y_BOX_BP1,MDACC,YB1,YBX1,NA,c
YB.1,MDACC,YB1,YBX1,NA,c
YB.1.R.V_GBL.9012864,MDACC,YB1,YBX1,NA,c
YB.1.R.V_GBL9026332,MDACC,YB1,YBX1,NA,c
YB1_PS102,MDACC,YB1pS102,YBX1,S102,a
YB1_pS102.R.V_GBL1033771,MDACC,YB1pS102,YBX1,S102,a
YB1_pS102.R.V_GBL1113248,MDACC,YB1pS102,YBX1,S102,a
YB1_pS102.R.V_GBL1114925,MDACC,YB1pS102,YBX1,S102,a
YB1.R.V_GBL1033732,MDACC,YB1,YBX1,NA,c
YB1.R.V_GBL1113223,MDACC,YB1,YBX1,NA,c
YB1.R.V_GBL1114909,MDACC,YB1,YBX1,NA,c
YB1P_pS102_GBL9008402,MDACC,YB1PpS102,YBX1,S102,a
YBI_GBL9008318,MDACC,YBI,YBX1,NA,c
YB.1_pS102,MDACC,YB1PpS102,YBX1,S102,a
YB1_pS102,MDACC,YB1PpS102,YBX1,S102,a
YBI_pS102,MDACC,YB1PpS102,YBX1,S102,a
ZAP.70,MDACC,ZAP70,ZAP70,NA,c
ZNF342_GBL9008384,MDACC,ZNF342,ZNF296,NA,c
ZNF342,MDACC,ZNF342,ZNF296,NA,c
ZAP70,MDACC,ZAP70,ZAP70,NA,c
ZEB1,MDACC,ZEB1,ZEB1,NA,c
ZHX2,MDACC,ZHX2,ZHX2,NA,c
