AntibodyLabel,Source,NodeName,Gene_Symbol,Sites,Effect
GCN5L2.R.V_GBL1113332,MDACC,GCN5L2,KAT2A,NA,c
GCN5L2.R.V_GBL1114988,MDACC,GCN5L2,KAT2A,NA,c
GLI1,MDACC,GLI1,GLI1,NA,c
GLI2,MDACC,GLI2,GLI2,NA,c
GLI3,MDACC,GLI3,GLI3,NA,c
GLUT1,MDACC,GLUT1,SLC2A1,NA,c
GLYCOGEN_SYNTHASE,MDACC,GSK3B,GSK3B,NA,c
GLYCOGEN_SYNTHASE,MDACC,GSK3A,GSK3A,NA,c
GLYCOGEN_SYNTHASE_PS641,MDACC,GSK3B_pS641,GSK3B,S641,a
GLYCOGEN_SYNTHASE_PS641,MDACC,GSK3A_pS641,GSK3A,S641,a
GLUTAMINASE,MDACC,Glutaminase,GLS,NA,c
Glutaminase,MDACC,Glutaminase,GLS,NA,c
Glutaminase.R.C_GBL1115010,MDACC,Glutaminase,GLS,NA,c
GLUTAMATE_D1_2,MDACC,GlutamateD1/2,GLUD1,NA,c
GLUTAMATE_DEHYDROGENASE_1_2,MDACC,GlutamateD1/2,GLUD1,NA,c
Glutamate.D1.2,MDACC,GlutamateD1/2,GLUD1,NA,c
Granzyme.B,MDACC,GranzymeB,GZMB,NA,c
GPBB,MDACC,GPBB,PYGB,NA,c
GPBB.R.V_GBL1033868,MDACC,GPBB,PYGB,NA,c
GPBB.R.V_GBL1113329,MDACC,GPBB,PYGB,NA,c
GPBB.R.V_GBL1114986,MDACC,GPBB,PYGB,NA,c
GP100,MDACC,GP100,PMEL,NA,c
GRANZYME_A,MDACC,GZMA,GZMA,NA,c
GRANZYME_B,MDACC,GZMB,GZMB,NA,c
GNAS,MDACC,GNAS,GNAS,NA,c
GSK_pS9,MDACC,GSK3bpS9,GSK3B,S9,i
GSK.3.alpha/beta (phospho.Ser21/Ser9),MSKCC,GSK3a/b_pS21,GSK3B,S9,i
GSK.3.alpha/beta (phospho.Ser21/Ser9)|GSK3a.pS21/GSK3b.pS9,MSKCC,GSK3a/b_pS9,GSK3A,S21,i
GSK.3a.b_pS21_S9.R.V_GBL1114879,MDACC,GSK3abpS21S9,GSK3A,S21|S9,i
GSK.3a.b_pS21_S9.R.V_GBL1114879,MDACC,GSK3abpS21S9,GSK3B,S21|S9,i
GSK.3a.b.M.V_GBL1115072,MDACC,GSK3ab,GSK3A,NA,c
GSK.3a.b.M.V_GBL1115072,MDACC,GSK3ab,GSK3B,NA,c
GSK.3ab_pS21_S9.R.V_GBL1033797,MDACC,GSK3abpS21S9,GSK3A,S21|S9,i
GSK.3ab_pS21_S9.R.V_GBL1033797,MDACC,GSK3abpS21S9,GSK3B,S21|S9,i
GSK.3ab_pS21_S9.R.V_GBL1113190,MDACC,GSK3abpS21S9,GSK3A,S21|S9,i
GSK.3ab_pS21_S9.R.V_GBL1113190,MDACC,GSK3abpS21S9,GSK3B,S21|S9,i
GSK3AB,MDACC,GSK3ab,GSK3A,NA,c
GSK.3a.b,MDACC,GSK3ab,GSK3A,NA,c
GSK3.ab,MDACC,GSK3ab,GSK3A,NA,c
GSK.3ab.M.V_GBL1033941,MDACC,GSK3ab,GSK3A,NA,c
GSK.3ab.M.V_GBL1033941,MDACC,GSK3ab,GSK3B,NA,c
GSK.3ab.M.V_GBL1113385,MDACC,GSK3ab,GSK3A,NA,c
GSK.3ab.M.V_GBL1113385,MDACC,GSK3ab,GSK3B,NA,c
GSK3B_PS9,MDACC,GSK3bpS9,GSK3B,S9,i
GSK.3b_pS9.R.V_GBL1033831,MDACC,GSK3bpS9,GSK3B,S9,i
GSK.3b_pS9.R.V_GBL1113282,MDACC,GSK3bpS9,GSK3B,S9,i
GSK.3b_pS9.R.V_GBL1114952,MDACC,GSK3bpS9,GSK3B,S9,i
GSK3AB_PS21,MDACC,GSK3pS21p9,GSK3A,S21|S9,i
GSK3.alpha.beta_pS21_S9,MDACC,GSK3pS21p9,GSK3A,S21|S9,i
GSK3.alpha.beta_pS21_S9,MDACC,GSK3pS21p9,GSK3B,S21|S9,i
GSK.3a.b_pS21_S9,MDACC,GSK3pS21p9,GSK3A,S21|S9,i
GSK.3a.b_pS21_S9,MDACC,GSK3pS21p9,GSK3B,S21|S9,i
GSK3.alpha.beta_pS21,MDACC,GSK3pS21,GSK3A,S21,i
GSK3.alpha.beta_pS21,MDACC,GSK3pS21,GSK3B,S21,i
GSK3_PS21,MDACC,GSK3pS21,GSK3A,S21,i
GSK3_PS21,MDACC,GSK3pS21,GSK3B,S21,i
GSK3AB_PS21_S9,MDACC,GSK3pS21p9,GSK3A,S21|S9,i
GSK3_pS21_9,MDACC,GSK3pS21p9,GSK3A,S21|S9,i
GSK3_pS21_9_RS00269152,MDACC,GSK3pS21p9,GSK3A,S21|S9,i
GSK3_pS21_9_RS00269152,MDACC,GSK3pS21p9,GSK3B,S21|S9,i
GSK.3b_pS9,MDACC,GSK3pS9,GSK3B,S9,i
GSK3_PS9,MDACC,GSK3pS9,GSK3B,S9,i
GSK3_pS9.R.V_GBL9026221,MDACC,GSK3pS9,GSK3B,S9,i
GSK.3B,MDACC,GSK3B,GSK3B,NA,c
GSK3B,MDACC,GSK3B,GSK3B,NA,c
GSK3,MDACC,GSK3,GSK3A,NA,c
GSK3_RS00273418 (mouse),MDACC,GSK3,GSK3A,NA,c
GSK3_RS00273418 (mouse),MDACC,GSK3,GSK3B,NA,c
GSK3.alpha.beta_pS21_S9,MDACC,GSK3pS21,GSK3A,S21|S9,NA
GSK3.alpha.beta_pS21_S9,MDACC,GSK3pS21,GSK3B,S21|S9,NA
GSK3.alpha.beta.M.V_GBL.9012888,MDACC,GSK3alphabeta,GSK3A,NA,c
GSK3.alpha.beta.M.V_GBL.9012888,MDACC,GSK3alphabeta,GSK3B,NA,c
GSK3.alpha.beta.M.V_GBL9026312,MDACC,GSK3,GSK3A,NA,c
GSK3.alpha.beta.M.V_GBL9026312,MDACC,GSK3,GSK3B,NA,c
GSK3a_b_mouse,MDACC,GSK3,GSK3B,NA,c
GSK3a_b_pS21,MDACC,GSK3abpS21,GSK3A,S21,i
GSK3.ab_pS21,MDACC,GSK3abpS21,GSK3A,S21,i
GSK3a_b_pS21(V)_GBL9007935,MDACC,GSK3abpS21,GSK3A,S21,i
GSK3a_b_pS21(V)_GBL9007935,MDACC,GSK3abpS21,GSK3B,S21,i
GSK3a_b_pS21(V)_GBL9008373,MDACC,GSK3abpS21,GSK3A,S21,i
GSK3a_b_pS21(V)_GBL9008373,MDACC,GSK3abpS21,GSK3B,S21,i
GSK3a_b_pT21,MDACC,GSK3abpT21,GSK3A,T21,i
GSK3a_b_pT21_Rs00275815,MDACC,GSK3abpT21,GSK3A,T21,i
GSK3a_b_pT21_Rs00275815,MDACC,GSK3abpT21,GSK3B,T21,i
GSK3.alpha.beta,MDACC,GSK3ab,GSK3A,NA,c
GSK3.alpha.beta,MDACC,GSK3ab,GSK3B,NA,c
GSK3a_b,MDACC,GSK3ab,GSK3A,NA,c
GSK3a_b,MDACC,GSK3ab,GSK3B,NA,c
GSK3a_b_RS00276606 (mouse),MDACC,GSK3ab,GSK3A,NA,c
GSK3a_b_RS00276606 (mouse),MDACC,GSK3ab,GSK3B,NA,c
GSK3a_b(mouse)(V)_GBL9007875,MDACC,GSK3ab,GSK3A,NA,c
GSK3a_b(mouse)(V)_GBL9007875,MDACC,GSK3ab,GSK3B,NA,c
GSK3.alpha.beta_pS21_S9,MDACC,GSK3alphabetapS21S9,GSK3A,S21,i
GSK3.alpha.beta_pS21_S9,MDACC,GSK3alphabetapS21S9,GSK3B,S9,i
GSK3alpha.beta_pS21_S9.R.V_GBL.9013856,MDACC,GSK3alphabetapS21S9,GSK3A,S21|S9,i
GSK3alpha.beta_pS21_S9.R.V_GBL.9013856,MDACC,GSK3alphabetapS21S9,GSK3B,S21|S9,i
GST,MDACC,GST,GSTM1,NA,c
GYS_PS641,MDACC,GyspS641,GYS1,S641,i
Gys_pS641,MDACC,GyspS641,GYS1,S641,i
Gys_pS641.R.V_GBL1033819,MDACC,GyspS641,GYS1,S641,i
Gys_pS641.R.V_GBL1033819,MDACC,GyspS641,GYS2,S641,i
Gys_pS641.R.V_GBL1113270,MDACC,GyspS641,GYS1,S641,i
Gys_pS641.R.V_GBL1113270,MDACC,GyspS641,GYS2,S641,i
Gys_pS641.R.V_GBL1114943,MDACC,GyspS641,GYS1,S641,i
Gys_pS641.R.V_GBL1114943,MDACC,GyspS641,GYS2,S641,i
GYS,MDACC,Gys,GYS1,NA,c
Gys,MDACC,Gys,GYS1,NA,c
Gys.R.V_GBL1033818,MDACC,Gys,GYS1,NA,c
Gys.R.V_GBL1033818,MDACC,Gys,GYS2,NA,c
Gys.R.V_GBL1113269,MDACC,Gys,GYS1,NA,c
Gys.R.V_GBL1113269,MDACC,Gys,GYS2,NA,c
Gys.R.V_GBL1114942,MDACC,Gys,GYS1,NA,c
Gys.R.V_GBL1114942,MDACC,Gys,GYS2,NA,c
H2AX_PS139,MDACC,H2AXpS139,H2AFX,S139,a
HISTONE.H2AX_PS139,MDACC,H2AXpS139,H2AFX,S139,a
H2AX_pS139.R.V_GBL1115231,MDACC,H2AXpS139,H2AFX,S139,a
H2AX_PS140,MDACC,H2AXpS140,H2AFX,S140,a
H2AX_pS140,MDACC,H2AXpS140,H2AFX,S140,a
H2AX_pS140.M.C_GBL1115067,MDACC,H2AXpS140,H2AFX,S140,a
HER2_GBL9008516,MDACC,HER2,ERBB2,NA,c
HER2_pY1248_GBL9008324,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_PY1248,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_pY1248,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_pY1248_RS00273507,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_pY1248_RS00275854 (better),MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_pY1248.R.C_GBL1033827,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_pY1248.R.C_GBL1113278,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_pY1248.R.C_GBL1114949,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_pY1248.R.V_GBL9026223,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2_pY1248(V)_GBL9008532,MDACC,HER2pY1248,ERBB2,Y1248,a
HER2,MDACC,HER2,ERBB2,NA,c
HER2_RS00267492,MDACC,HER2,ERBB2,NA,c
HER2_RS00276026,MDACC,HER2,ERBB2,NA,c
HER2.M.V_GBL.9012889,MDACC,HER2,ERBB2,NA,c
HER2.M.V_GBL.9013857,MDACC,HER2,ERBB2,NA,c
HER2.M.V_GBL1033942,MDACC,HER2,ERBB2,NA,c
HER2.M.V_GBL1113390,MDACC,HER2,ERBB2,NA,c
HER2.M.V_GBL1115077,MDACC,HER2,ERBB2,NA,c
HER2.M.V_GBL9026313,MDACC,HER2,ERBB2,NA,c
HER2.pY1248,MSKCC,HER2_pY1248,ERBB2,Y1248,a
HER2(C)_GBL9007936,MDACC,HER2,ERBB2,NA,c
HER3_PY1289,MDACC,HER3pY1289,ERBB3,Y1289,a
HER3_pY1289.R.C_GBL1033736,MDACC,HER3pY1289,ERBB3,Y1289,a
HER3_pY1289.R.C_GBL1113227,MDACC,HER3pY1289,ERBB3,Y1289,a
HER3_pY1289.R.C_GBL1114913,MDACC,HER3pY1289,ERBB3,Y1289,a
HER3_pY1289,MDACC,HER3pY1298,ERBB3,Y1298,a
HER3_pY1298.R.C_GBL.9013860,MDACC,HER3pY1298,ERBB3,Y1298,a
HER3_pY1298.R.C_GBL9026225,MDACC,HER3pY1298,ERBB3,Y1298|Y1289,a
HER3.pY1289,MSKCC,HER3_pY1289,ERBB3,Y1289,a
HER3,MDACC,HER3,ERBB3,NA,c
HER3.R.V_GBL.9012902,MDACC,HER3,ERBB3,NA,c
HER3.R.V_GBL.9013859,MDACC,HER3,ERBB3,NA,c
HER3.R.V_GBL1033884,MDACC,HER3,ERBB3,NA,c
HER3.R.V_GBL1113344,MDACC,HER3,ERBB3,NA,c
HER3.R.V_GBL1115024,MDACC,HER3,ERBB3,NA,c
HER3.R.V_GBL9026224,MDACC,HER3,ERBB3,NA,c
HES1,MDACC,HES1,HES1,NA,c
HEREGULIN,MDACC,Heregulin,NRG1,NA,c
Heregulin,MDACC,Heregulin,NRG1,NA,c
Heregulin.R.V_GBL1033776,MDACC,Heregulin,NRG1,NA,c
Heregulin.R.V_GBL1113253,MDACC,Heregulin,NRG1,NA,c
Heregulin.wR.V_GBL1115114,MDACC,Heregulin,NRG1,NA,c
Hexokinase.II,MDACC,HexokinaseII,HK2,NA,c
HEXOKINASEII,MDACC,HexokinaseII,HK2,NA,c
Hexokinase.II.R.V_GBL1115223,MDACC,HexokinaseII,HK2,NA,c
HIAP,MDACC,HIAP,BIRC3,NA,c
HIAP,MDACC,HIAP,BIRC2,NA,c
HIAP.R.C_GBL1033783,MDACC,HIAP,BIRC3,NA,c
HIAP.R.C_GBL1033783,MDACC,HIAP,BIRC2,NA,c
HIAP.R.C_GBL1033783,MDACC,HIAP,XIAP,NA,c
HIAP.R.C_GBL1113260,MDACC,HIAP,BIRC3,NA,c
HIAP.R.C_GBL1113260,MDACC,HIAP,BIRC2,NA,c
HIAP.R.C_GBL1113260,MDACC,HIAP,XIAP,NA,c
HIAP.R.C_GBL1114930,MDACC,HIAP,BIRC3,NA,c
HIAP.R.C_GBL1114930,MDACC,HIAP,BIRC2,NA,c
HIAP.R.C_GBL1114930,MDACC,HIAP,XIAP,NA,c
HIF1ALPHA,MDACC,Hif1alpha,HIF1A,NA,c
Hif.1.alpha,MDACC,Hif1alpha,HIF1A,NA,c
Hif.1.alpha.M.C_GBL1115174,MDACC,Hif1alpha,HIF1A,NA,c
HIF1BETA,MDACC,Hif1beta,ARNT,NA,c
HIF2ALPHA,MDACC,Hif2alpha,EPAS1,NA,c
HISTONE.H2A,MDACC,HISTONE.H2A,HIST1H2AB,NA,c
Histone.H3pS10,MDACC,Histone H3pS10,H3F3A,S10,a
HISTONE.H3_PS10,MDACC,Histone H3pS10,H3F3A,S10,a
Histone H3_pS10_GBL9008569,MDACC,Histone H3pS10,H3F3A,S10,a
Histone H3_pS10_GBL9008569,MDACC,Histone H3pS10,H3F3B,S10,a
HISTONE.H3,MDACC,HistoneH3,H3F3A,NA,c
HISTONE.H3,MDACC,HistoneH3,H3F3B,NA,c
Histone.H3,MDACC,HistoneH3,H3F3A,NA,c
HistoneH3,MDACC,HistoneH3,H3F3A,NA,c
Histone.H3.R.V_GBL1033869,MDACC,HistoneH3,H3F3A,NA,c
Histone.H3.R.V_GBL1033869,MDACC,HistoneH3,H3F3B,NA,c
Histone.H3.R.V_GBL1113412,MDACC,HistoneH3,H3F3A,NA,c
Histone.H3.R.V_GBL1113412,MDACC,HistoneH3,H3F3B,NA,c
Histone.H3.R.V_GBL1115242,MDACC,HistoneH3,H3F3A,NA,c
Histone.H3.R.V_GBL1115242,MDACC,HistoneH3,H3F3B,NA,c
HISTONE.H3.ACETYL.K27,MDACC,HistoneH3,H3F3B,NA,c
HISTONE.H3.ACETYL.K27,MDACC,HistoneH3,H3F3A,NA,c
HISTONE.H3.DI.METHYL.K27,MDACC,HistoneH3,H3F3B,NA,c
HISTONE.H3.DI.METHYL.K27,MDACC,HistoneH3,H3F3A,NA,c
HISTONE.H3.DI.METHYL.K79,MDACC,HistoneH3,H3F3B,NA,c
HISTONE.H3.DI.METHYL.K79,MDACC,HistoneH3,H3F3A,NA,c
HISTONE.H3.TRI.METHYL.K27,MDACC,HistoneH3,H3F3B,NA,c
HISTONE.H3.TRI.METHYL.K27,MDACC,HistoneH3,H3F3A,NA,c
HISTONE.H3.TRI.METHYL.K4,MDACC,HistoneH3,H3F3B,NA,c
HISTONE.H3.TRI.METHYL.K4,MDACC,HistoneH3,H3F3A,NA,c
HLA.E,MDACC,HLAE,HLA-E,NA,c
HLAE,MDACC,HLAE,HLA-E,NA,c
HLA.E(mouse)(V)_GBL9007879,MDACC,HLAE,HLA-E,NA,c
HSF1,MDACC,HSF1,HSF1,NA,c
HSP27_C_mouse,MDACC,HSP27,HSPB1,NA,c
HSP27_PS82,MDACC,HSP27pS82,HSPB1,S82,a
HSP27_pS82,MDACC,HSP27pS82,HSPB1,S82,a
HSP27_pS82.R.V_GBL1115219,MDACC,HSP27pS82,HSPB1,S82,a
HSP27_pS82.R.V_GBL1115219,MDACC,HSP27pS82,HSPB2,S82,a
HSP27,MDACC,HSP27,HSPB1,NA,c
HSP27_RS00273423 (MOUSE),MDACC,HSP27,HSPB1,NA,c
HSP27_RS00273423 (MOUSE),MDACC,HSP27,HSPB2,NA,c
HSP27_RS00276610 (mouse),MDACC,HSP27,HSPB1,NA,c
HSP27_RS00276610 (mouse),MDACC,HSP27,HSPB2,NA,c
HSP27.M.C_GBL1115033,MDACC,HSP27,HSPB1,NA,c
HSP27.M.C_GBL1115033,MDACC,HSP27,HSPB2,NA,c
HSP27(mouse)(C )_GBL9008533,MDACC,HSP27,HSPB1,NA,c
HSP27(mouse)(C )_GBL9008533,MDACC,HSP27,HSPB2,NA,c
HSP27(mouse)(C)_GBL9007883,MDACC,HSP27,HSPB1,NA,c
HSP27(mouse)(C)_GBL9007883,MDACC,HSP27,HSPB2,NA,c
HLA.DR.DP.DQ.DX,MDACC,HLA.DR.DP.DQ.DX,HLA-DRA,NA,c
HSPARC,MDACC,SPARC,SPARC,NA,c
HSP60,MDACC,HSP60,HSPD1,NA,c
HSP70,MDACC,HSP70,HSPA1A,NA,c
HSP70_C,MDACC,HSP70,HSPA1A,NA,c
HSP70.R.C_GBL1115239,MDACC,HSP70,HSPA1A,NA,c
HSP70(C )_GBL9008534,MDACC,HSP70,HSPA1A,NA,c
HSP90,MDACC,HSP90,HSP90AA1,NA,c
HSP90,MDACC,HSP90,HSP90AB1,NA,c
HSP90A,MDACC,HSP90,HSP90AA1,NA,c
HMGB1,MDACC,HMGB1,HMGB1,NA,c
HVEGF,MDACC,VEGF,KDR,NA,c
HYDIN,MDACC,HYDIN,HYDIN,NA,c
ICAD,MDACC,ICAD,DFFA,NA,c
IDH1,MDACC,IDH1,IDH1,NA,c
IDO,MDACC,IDO,IDO1,NA,c
IGF1R,MSKCC,IGF1R,IGF1R,NA,c
IGF.1R,MSKCC,IGF1R,IGF1R,NA,c
IGF.1R (phospho.Tyr1162,NA,IGF1RpY1162,IGF1R,Y1162,NA
IGF1RBETA,MDACC,IGF1Rbeta,IGF1R,NA,c
IGF.1R.beta,MDACC,IGF1Rbeta,IGF1R,NA,c
IGF.1R.beta.R.C_GBL.9013861,MDACC,IGF1Rbeta,IGF1R,NA,c
IGF.1R.beta.R.C_GBL9026226,MDACC,IGF1Rb,IGF1R,NA,c
IGF.1R.beta/Insulin Receptor beta (phospho.Tyr1135,NA,IGF1RpY1135,IGF1R,Y1135,a
IGF1R_PY1135_Y1136,MDACC,IGF1RpY1135Y1136,IGF1R,Y1135|Y1136,a
IGF1R_PY1135,MDACC,IGF1RpY1135,IGF1R,Y1135,a
IGF1R_pY1135_Y1136,MDACC,IGF1RpY1135Y1136,IGF1R,Y1135|Y1136,a
IGF1R_pY1135_Y1136.wR.V_GBL1115236,MDACC,IGF1RpY1135Y1136,IGF1R,Y1135|Y1136,a
IGF1R_PY980,MDACC,IGF1R_PY980,IGF1R,Y980,a
IGF1R.b.R.V_GBL1114980,MDACC,IGF1Rb,IGF1R,NA,c
IGF1R.beta_C,MDACC,IGF1Rbeta,IGF1R,NA,c
IGF1R.beta.R.V_GBL1033860,MDACC,IGF1Rbeta,IGF1R,NA,c
IGF1R.beta.R.V_GBL1113321,MDACC,IGF1Rbeta,IGF1R,NA,c
IGF1Rb,MSKCC,IGF1Rb,IGF1R,NA,c
IGF1Rb(V)_GBL9007939,MDACC,IGF1Rb,IGF1R,NA,c
IGF2,MDACC,IGF2,IGF2,NA,c
IGFBPB,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2_RS00273499,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2_RS00275869,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2_V,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2.R.V_GBL.9013862,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2.R.V_GBL1033922,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2.R.V_GBL1113191,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2.R.V_GBL1114882,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2.R.V_GBL9026227,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP2(V)_GBL9007938,MDACC,IGFBP2,IGFBP2,NA,c
IGFBP3,MDACC,IGFBP3,IGFBP3,NA,c
IGFBP5,MDACC,IGFBP5,IGFBP5,NA,c
IGFBP5.G.C_GBL1115096,MDACC,IGFBP5,IGFBP5,NA,c
IGFR.b.R.C_GBL1114883,MDACC,IGFRb,IGF1R,NA,c
IGFR1_pY1135,MDACC,IGFR1pY1135,IGF1R,Y1135,a
IGFR1_pY1135_RS00267490,MDACC,IGFR1pY1135,IGF1R,Y1135,a
IGFR1_pY1135_RS00275708,MDACC,IGFR1pY1135,IGF1R,Y1135,a
IGFRb,MDACC,IGFRB,IGF1R,NA,c
IGF1R.b,MDACC,IGFR1B,IGF1R,NA,c
IGFR1.B,MDACC,IGFR1B,IGF1R,NA,c
IGFR1.B_RS00267491,MDACC,IGFR1B,IGF1R,NA,c
IL10,MDACC,IL10,IL10,NA,c
IL1BETA,MDACC,IL1BETA,IL1B,NA,c
IL2,MDACC,IL2,IL2,NA,c
IL2RA,MDACC,IL2RA,IL2RA,NA,c
IL6R,MDACC,IL6R,IL6R,NA,c
INHIBIN_ALPHA,MDACC,INHA,INHA,NA,c
INOS,MDACC,INOS,NOS2,NA,c
IKBA_PS32,MSKCC,IkBa_pS32,NFKBIA,S32,i
IKBA_PS32_36,MSKCC,IkBa_pS32S36,NFKBIA,S32|S36,i
IkB.alpha (phospho.Ser32),MSKCC,IkBa_pS32,NFKBIA,S32,i
INPP4b,MDACC,INPP4B,INPP4B,NA,c
INPP4B,MDACC,INPP4B,INPP4B,NA,c
INPP4B.G.C_GBL.9014286,MDACC,INPP4B,INPP4B,NA,c
INPP4B.G.C_GBL9026331,MDACC,INPP4B,INPP4B,NA,c
INPP4b.R.V_GBL1033826,MDACC,INPP4b,INPP4B,NA,c
INPP4b.R.V_GBL1113277,MDACC,INPP4b,INPP4B,NA,c
INPP4b.wR.V_GBL1115122,MDACC,INPP4b,INPP4B,NA,c
INSULIN_RECEPTOR,MDACC,INSR,INSR,NA,c
INSULIN_RECEPTOR_ALPHA,MDACC,INSRalpha,INSR,NA,c
INSULIN_RECEPTOR_BETA,MDACC,INSRbeta,INSR,NA,c
IRAK1,MSKCC,IRAK1,IRAK1,NA,c
IRB,MDACC,IRB,INSR,NA,c
IR.b,MDACC,IRB,INSR,NA,c
IRF1,MDACC,IRF1,IRF1,NA,c
IRF.1,MDACC,IRF1,IRF1,NA,c
IRF.1.R.C_GBL1115027,MDACC,IRF1,IRF1,NA,c
IRF2,MDACC,IRF2,IRF2,NA,c
IRS1,MSKCC,IRS1,IRS1,NA,c
IRS.1,MSKCC,IRS1,IRS1,NA,c
IRS.1 (phospho.Ser636,MSKCC,IRS1pS636,IRS1,p636,NA
IRS1_PS307,MDACC,IRS1pS307,IRS1,S307,i
IRS.1_pS307,MDACC,IRS1pS307,IRS1,S307,i
IRS.1_pS307_RS00269161,MDACC,IRS1pS307,IRS1,S307,i
IRS.1_RS00269162,MDACC,IRS1,IRS1,NA,c
IRS1_pS307,MDACC,IRS1pS307,IRS1,S307,i
IRS1_pS307_GBL9008519,MDACC,IRS1pS307,IRS1,S307,i
IRS1_pS307_RS00275822,MDACC,IRS1pS307,IRS1,S307,i
IRS1_RS00276014,MDACC,IRS1,IRS1,NA,c
IRS1_V,MDACC,IRS1,IRS1,NA,c
IRS1.R.V_GBL.9013863,MDACC,IRS1,IRS1,NA,c
IRS1.R.V_GBL1033768,MDACC,IRS1,IRS1,NA,c
IRS1.R.V_GBL1113235,MDACC,IRS1,IRS1,NA,c
IRS1.R.V_GBL1114921,MDACC,IRS1,IRS1,NA,c
IRS1.R.V_GBL9026228,MDACC,IRS1,IRS1,NA,c
IRS1(V)_GBL9007940,MDACC,IRS1,IRS1,NA,c
IRS2,MDACC,IRS2,IRS2,NA,c
ISOCITRATE_DEHYDROGENASE_1,MDACC,IDH1,IDH1,NA,c
Jagged1,MDACC,JAG1,JAG1,NA,c
JAGGED1,MDACC,JAG1,JAG1,NA,c
JAB1,MDACC,JAB1,COPS5,NA,c
JAB1.M.C_GBL1033943,MDACC,JAB1,COPS5,NA,c
JAB1.M.C_GBL1113404,MDACC,JAB1,COPS5,NA,c
JAB1.wM.C_GBL1115140,MDACC,JAB1,COPS5,NA,c
JAK2,MDACC,Jak2,JAK2,NA,c
Jak2,MDACC,Jak2,JAK2,NA,c
Jak2.R.V_GBL1114971,MDACC,Jak2,JAK2,NA,c
JARID1B,MDACC,JARID1B,KDM5B,NA,c
JNK_PT183_Y185,MDACC,JNK1pT183,MAPK8,T183|Y185,a
JNK_pT183_Y185,MDACC,JNK1pT183,MAPK8,T183|Y185,a
JNK_pT183_pT185.R.V_GBL9026343,MDACC,JNK1pT183,MAPK8,T183|Y185,a
JNK_pT183,MDACC,JNKpT183,MAPK8,T183,a
JNK_pT183_RS00273501,MDACC,JNKpT183,MAPK8,T183,a
JNK_pT183_RS00273501,MDACC,JNKpT183,MAPK9,T183,a
JNK_pT183_Y185.R.V_GBL1033775,MDACC,JNKpT183Y185,MAPK8,T183|Y185,a
JNK_pT183_Y185.R.V_GBL1033775,MDACC,JNKpT183Y185,MAPK9,T183|Y185,a
JNK_pT183_Y185.R.V_GBL1113252,MDACC,JNKpT183Y185,MAPK8,T183|Y185,a
JNK_pT183_Y185.R.V_GBL1113252,MDACC,JNKpT183Y185,MAPK9,T183|Y185,a
JNK_pT183_Y185.wR.V_GBL1115113,MDACC,JNKpT183Y185,MAPK8,T183|Y185,a
JNK_pT183_Y185.wR.V_GBL1115113,MDACC,JNKpT183Y185,MAPK9,T183|Y185,a
JNK2,MDACC,JNK2,MAPK9,NA,c
JNK2_RS00273606,MDACC,JNK2,MAPK9,NA,c
JNK2_RS00275697,MDACC,JNK2,MAPK9,NA,c
JNK2.R.C_GBL.9013864,MDACC,JNK2,MAPK9,NA,c
JNK2.R.C_GBL1033799,MDACC,JNK2,MAPK9,NA,c
JNK2.R.C_GBL1113192,MDACC,JNK2,MAPK9,NA,c
JNK2.R.C_GBL1114884,MDACC,JNK2,MAPK9,NA,c
JNK2.R.C_GBL9026230,MDACC,JNK2,MAPK9,NA,c
JNK2(V)_GBL9008535,MDACC,JNK2,MAPK9,NA,c
JUNB,MDACC,JUNB,JUNB,NA,c
JUNB_GBL9008395,MDACC,JUNB,JUNB,NA,c
KAP1,MDACC,KAP1,TRIM28,NA,c
KCNJ5,MDACC,KCNJ5,KCNJ5,NA,c
KIF11,MDACC,KIF11,KIF11,NA,c
KRAS,MDACC,KRas,KRAS,NA,c
K.Ras,MDACC,KRas,KRAS,NA,c
K.Ras.M.C_GBL.9012899,MDACC,KRas,KRAS,NA,c
K.Ras.M.C_GBL.9014281,MDACC,KRas,KRAS,NA,c
K.Ras.M.C_GBL.9014287,MDACC,KRas,KRAS,NA,c
K.Ras.M.C_GBL9026322,MDACC,KRas,KRAS,NA,c
Ki.67 (Annexin II,MDACC,KI67,MKI67,NA,NA
KMT3A_HYPB_HIF1,MDACC,KMT3A,SETD2,NA,c
